"Gene_A"	"Gene_B"
"HIRIP3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"POLDIP3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TBL1XR1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DPY30"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DDX24"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RACGAP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ANAPC1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MYLK2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CCDC86"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"WDR76"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ACTR8"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ACTR5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CBX8"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"METTL14"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HMG20A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"BRD7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RPRD1B"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SIRT7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"BAZ1A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"UBQLN4"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"MDN1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ETAA1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CXXC1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CHD7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RRBP1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CPSF2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ORC3"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ASH2L"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ZMYM2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"LRWD1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PARP2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TCF20"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SFMBT1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"XPO7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"BAZ2A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CDC23"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ANAPC7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"GTF3C4"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"INO80"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ZMYND8"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"FAF1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"CAMK2A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"SCML2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"NINL"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DDX52"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"NOP58"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"RTCB"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"NOC2L"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"L3MBTL1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TRRAP"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"UCHL5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TIMM13"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"NCOR2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"GRB2"	"H2BC4|H2BC6|H2BC7|H2BC8|H2BC10"
"MEF2A"	"H2BC4|H2BC6|H2BC7|H2BC8|H2BC10"
"MAPK7"	"H2BC4|H2BC6|H2BC7|H2BC8|H2BC10"
"CBX2"	"H2BC4|H2BC6|H2BC7|H2BC8|H2BC10"
"VIRMA"	"H2BC4|H2BC6|H2BC7|H2BC8|H2BC10"
"PRKDC"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"RPL19"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SET"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"XPC"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KIF23"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"H1-1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SSRP1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"HIST1H2AB"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CHD3"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"HDAC1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MCM6"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SMC1A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"LBR"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SHPRH"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"RALBP1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ELF2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"RBBP7"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"HIST2H2AC"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"GLYR1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ARID2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"VIRMA"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MMS22L"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"PBRM1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"USP48"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KIF18B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"GATAD2A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MGA"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CDAN1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"PELP1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"UBR7"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CMAS"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SMARCC2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"GATAD2B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"DNAJC9"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ANP32B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"HDAC2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"DPF2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"RAD50"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"PINX1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"TONSL"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ZNF512B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ZNF512"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ZMAT2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ATAD5"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"BARD1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KIFC1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"NUSAP1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"FANCD2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"NSRP1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MYLK2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"WDR76"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"UBN1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"BRD7"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"COPRS"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"DAXX"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"PARP2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"BAZ1B"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SMC3"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CAMK2A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CDYL"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"DNMT3A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CEP250"	"HBA1|HBA2"
"RALBP1"	"H3-3A|H3-3B"
"SGO2"	"H3-3A|H3-3B"
"LACC1"	"H3-3A|H3-3B"
"WDR60"	"H3-3A|H3-3B"
"WDR34"	"H3-3A|H3-3B"
"MYLK2"	"H3-3A|H3-3B"
"CAMK2A"	"H3-3A|H3-3B"
"SSX2|SSX2B"	"SSX2|SSX2B"
"SSX3"	"SSX2|SSX2B"
"GEMIN6"	"SMN1|SMN2"
"BAD"	"SMN1|SMN2"
"LSM10"	"SMN1|SMN2"
"GEMIN8"	"SMN1|SMN2"
"GAR1"	"SMN1|SMN2"
"RNF168"	"HIST2H2AA3|HIST2H2AA4"
"GEMIN5"	"HIST2H2AA3|HIST2H2AA4"
"GTF2H2C|GTF2H2C_2"	"GTF2H2C|GTF2H2C_2"
"DYNLRB2"	"GTF2H2C|GTF2H2C_2"
"GTF2H4"	"GTF2H2C|GTF2H2C_2"
"TANK"	"HIST2H3A|HIST2H3C|HIST2H3D"
"NAP1L4"	"HIST2H3A|HIST2H3C|HIST2H3D"
"MYLK2"	"HIST2H3A|HIST2H3C|HIST2H3D"
"PHAX"	"HIST2H3A|HIST2H3C|HIST2H3D"
"METTL14"	"HIST2H3A|HIST2H3C|HIST2H3D"
"DAXX"	"HIST2H3A|HIST2H3C|HIST2H3D"
"CAMK2A"	"HIST2H3A|HIST2H3C|HIST2H3D"
"SMYD3"	"MAGED4|MAGED4B"
"SDF4"	"RGPD5|RGPD6"
"VPS28"	"RGPD5|RGPD6"
"CLEC11A"	"RGPD5|RGPD6"
"USP20"	"RGPD5|RGPD6"
"NR2E1"	"RGPD5|RGPD6"
"UCHL5"	"RGPD5|RGPD6"
"RBM47"	"HSFY1|HSFY2"
"DNCI1"	"SMN1|SMN2"
"A8MTJ1"	"MAGED4|MAGED4B"
"B0QZE7"	"SMN1|SMN2"
"HIST1H4J"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"B7Z8L6"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"B7Z8L6"	"SMN1|SMN2"
"E5KR06"	"SMN1|SMN2"
"NR2B1"	"SMN1|SMN2"
"F5H3R7"	"SMN1|SMN2"
"K7EKI2"	"SMN1|SMN2"
"DNM1L"	"CKMT1A|CKMT1B"
"DYNC1I1"	"SMN1|SMN2"
"CHD1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"GOSR2"	"GOLGA8F|GOLGA8G"
"PRMT5"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PRMT5"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"GEMIN2"	"SMN1|SMN2"
"HAT1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HAT1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SETD1A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ZBTB7B"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"POLR1C"	"SMN1|SMN2"
"TRIM24"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"TRIM24"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"DEFB4A|DEFB4B"	"DEFB4A|DEFB4B"
"BIRC5"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KDM6A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"PHF1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"RBFOX2"	"SMN1|SMN2"
"SUV39H1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"SUV39H1"	"GTF2H2C|GTF2H2C_2"
"CA12"	"LGALS7|LGALS7B"
"ZBTB14"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"SOX15"	"HSFY1|HSFY2"
"KDM1A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KDM1A"	"SMN1|SMN2"
"KDM1A"	"HIST2H3A|HIST2H3C|HIST2H3D"
"GDF9"	"SMN1|SMN2"
"NMT2"	"SMN1|SMN2"
"BRD4"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"PFDN1"	"DEFA1|DEFA1B"
"TMCC2"	"FAM74A4|FAM74A6"
"PHF2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KDM4A"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KDM4A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"STX11"	"GOLGA8F|GOLGA8G"
"STX11"	"FAM74A4|FAM74A6"
"GCM2"	"HSFY1|HSFY2"
"EIF3G"	"SMN1|SMN2"
"ACTL6B"	"SMN1|SMN2"
"SORBS2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"TRIM37"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"KAT7"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"KAT7"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"CCNDBP1"	"FAM74A4|FAM74A6"
"CPNE6"	"SMN1|SMN2"
"WIZ"	"SMN1|SMN2"
"DDAH2"	"SMN1|SMN2"
"TBX6"	"HSFY1|HSFY2"
"EFEMP2"	"FAM74A4|FAM74A6"
"ZBED1"	"SSX2|SSX2B"
"MOCS2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"NSD2"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"HP"	"HBA1|HBA2"
"A2M"	"SMN1|SMN2"
"CGA"	"CGB3|CGB5|CGB8"
"TRAC"	"CTAG1A|CTAG1B"
"IGHM"	"SMN1|SMN2"
"HLA-B"	"CTAG1A|CTAG1B"
"HBD"	"HBA1|HBA2"
"HBE1"	"HBA1|HBA2"
"FGB"	"SMN1|SMN2"
"A1BG"	"SMN1|SMN2"
"GAPDH"	"SMN1|SMN2"
"HLA-A"	"CTAG1A|CTAG1B"
"TP53"	"MAGEA2|MAGEA2B"
"TP53"	"SMN1|SMN2"
"AMY1A|AMY1B|AMY1C"	"AMY1A|AMY1B|AMY1C"
"H2AC4|H2AC8"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"H2AC4|H2AC8"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"RPLP0"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"ATP5F1B"	"SMN1|SMN2"
"CENPB"	"SMN1|SMN2"
"TUBB"	"MAGEA2|MAGEA2B"
"NGFR"	"SMN1|SMN2"
"COL4A2"	"SMN1|SMN2"
"RPSA"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"HMGB1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"HMGB1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"HMGB1"	"H3-3A|H3-3B"
"HMGB1"	"HIST2H2AA3|HIST2H2AA4"
"HMGB1"	"HIST2H3A|HIST2H3C|HIST2H3D"
"ATXN1L"	"HSFX1|HSFX2"
"SULT1A3"	"SMN1|SMN2"
"SULT1A4"	"SMN1|SMN2"
"VCAN"	"HSFX1|HSFX2"
"PKM"	"SMN1|SMN2"
"SNRPB"	"SMN1|SMN2"
"RPS2"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPS2"	"SMN1|SMN2"
"TCF4"	"GOLGA8F|GOLGA8G"
"TCF4"	"FAM74A4|FAM74A6"
"H2AX"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"ERCC2"	"GTF2H2C|GTF2H2C_2"
"RPL7"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"RPL17"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"ATF4"	"GOLGA8F|GOLGA8G"
"VCAM1"	"BOLA2|BOLA2B"
"RXRA"	"SMN1|SMN2"
"SAT1"	"FAM156A|FAM156B"
"TAF1"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"FBL"	"SMN1|SMN2"
"RPS3"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"SP100"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"RPS12"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"BRD2"	"H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16"
"DNMT1"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"KRTAP5-9"	"FAM74A4|FAM74A6"
"RPL13"	"SMN1|SMN2"
"HMGB2"	"H3-3A|H3-3B"
"RPL10"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"NDUFS1"	"HSFY1|HSFY2"
"KDM5A"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"COL4A5"	"SMN1|SMN2"
"NOS3"	"H3-3A|H3-3B"
"RPL12"	"RPL9|RPL9P7|RPL9P8|RPL9P9"
"GTF2H1"	"GTF2H2C|GTF2H2C_2"
"PPM1A"	"HSFY1|HSFY2"
"RBMX"	"RBMY1F|RBMY1J"
"COIL"	"SMN1|SMN2"
"ATP6V1A"	"SMN1|SMN2"
"MLLT3"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MLLT3"	"H3-3A|H3-3B"
"HTT"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MSH2"	"SMN1|SMN2"
"MAGEA11"	"FAM156A|FAM156B"
"CBX5"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"MKI67"	"SMN1|SMN2"
"ATRX"	"H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12"
"ATRX"	"H3-3A|H3-3B"
"ATRX"	"HIST2H3A|HIST2H3C|HIST2H3D"
"BAG6"	"SMN1|SMN2"
"QARS1"	"SMN1|SMN2"
"LGALS7|LGALS7B"	"LGALS7|LGALS7B"
