Chromosome	Start	End	Type	chr	med_start3kb	med_end3kb	enhancer	diff_CNV_intersect	q	G.score	average.amplitude	frequency
2	235400729	235857511	Del	2	235702224	235702360	chr2:235702224-235702360	136	6.333661	0.099143	0.358536	0.286111
2	235400729	235857511	Del	2	235732390	235732720	chr2:235732390-235732720	330	6.333661	0.099143	0.358536	0.286111
2	235400729	235857511	Del	2	235748055	235748426	chr2:235748055-235748426	371	6.333661	0.099143	0.358536	0.286111
2	237037209	237100952	Del	2	237073092	237073409	chr2:237073092-237073409	317	8.118448	0.107162	0.36416	0.286111
2	237421110	237491339	Del	2	237449658	237450238	chr2:237449658-237450238	580	7.472213	0.104355	0.365493	0.285185
2	237491937	238230591	Del	2	237640726	237641053	chr2:237640726-237641053	327	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237652147	237652530	chr2:237652147-237652530	383	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237685373	237686074	chr2:237685373-237686074	701	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237764752	237765407	chr2:237764752-237765407	655	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237784498	237784842	chr2:237784498-237784842	344	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237876867	237877033	chr2:237876867-237877033	166	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237880182	237880685	chr2:237880182-237880685	503	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237881431	237881780	chr2:237881431-237881780	349	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237884627	237885186	chr2:237884627-237885186	559	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237885369	237885886	chr2:237885369-237885886	517	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237897246	237897595	chr2:237897246-237897595	349	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237933842	237934085	chr2:237933842-237934085	243	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	237992319	237992330	chr2:237992319-237992330	11	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238036930	238037258	chr2:238036930-238037258	328	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238038460	238038824	chr2:238038460-238038824	364	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238052381	238052681	chr2:238052381-238052681	300	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238053401	238053581	chr2:238053401-238053581	180	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238064626	238064865	chr2:238064626-238064865	239	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238065108	238065400	chr2:238065108-238065400	292	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238066036	238066584	chr2:238066036-238066584	548	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238080117	238080402	chr2:238080117-238080402	285	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238091026	238091296	chr2:238091026-238091296	270	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238092955	238093156	chr2:238092955-238093156	201	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238122137	238122516	chr2:238122137-238122516	379	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238136450	238136659	chr2:238136450-238136659	209	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238153705	238154088	chr2:238153705-238154088	383	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238163095	238163472	chr2:238163095-238163472	377	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238168767	238169127	chr2:238168767-238169127	360	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238188791	238189175	chr2:238188791-238189175	384	8.106902	0.107162	0.365842	0.286111
2	237491937	238230591	Del	2	238199102	238199242	chr2:238199102-238199242	140	8.106902	0.107162	0.365842	0.286111
2	238230774	238390686	Del	2	238382776	238383011	chr2:238382776-238383011	235	7.67723	0.105258	0.370028	0.286111
2	238230774	238390686	Del	2	238383141	238383356	chr2:238383141-238383356	215	7.67723	0.105258	0.370028	0.286111
2	238230774	238390686	Del	2	238384383	238384688	chr2:238384383-238384688	305	7.67723	0.105258	0.370028	0.286111
2	238391143	238466356	Del	2	238391204	238391436	chr2:238391204-238391436	232	7.421393	0.104155	0.368369	0.285185
2	238391143	238466356	Del	2	238392046	238392381	chr2:238392046-238392381	335	7.421393	0.104155	0.368369	0.285185
2	238478148	238532953	Del	2	238512238	238512938	chr2:238512238-238512938	700	7.580342	0.104857	0.367491	0.284259
2	238829434	238968060	Del	2	238832423	238832667	chr2:238832423-238832667	244	8.72907	0.109769	0.366198	0.285185
2	238829434	238968060	Del	2	238854258	238854421	chr2:238854258-238854421	163	8.72907	0.109769	0.366198	0.285185
2	239113103	239156583	Del	2	239129575	239129683	chr2:239129575-239129683	108	7.766843	0.105659	0.365662	0.287963
2	239314634	239361534	Del	2	239330884	239331265	chr2:239330884-239331265	381	7.572201	0.104857	0.365562	0.287037
2	239362112	240831343	Del	2	239367827	239368002	chr2:239367827-239368002	175	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	239417618	239418019	chr2:239417618-239418019	401	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	239426928	239427234	chr2:239426928-239427234	306	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	239467355	239467614	chr2:239467355-239467614	259	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	239473151	239473253	chr2:239473151-239473253	102	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	239631175	239631419	chr2:239631175-239631419	244	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	239754500	239754642	chr2:239754500-239754642	142	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	239755854	239755907	chr2:239755854-239755907	53	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	239968226	239968465	chr2:239968226-239968465	239	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	240361184	240361566	chr2:240361184-240361566	382	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	240362327	240362618	chr2:240362327-240362618	291	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	240407219	240407439	chr2:240407219-240407439	220	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	240423010	240423174	chr2:240423010-240423174	164	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	240753522	240753902	chr2:240753522-240753902	380	8.906766	0.11047	0.367799	0.287963
2	239362112	240831343	Del	2	240829709	240829975	chr2:240829709-240829975	266	8.906766	0.11047	0.367799	0.287963
2	241085191	241389259	Del	2	241366341	241366661	chr2:241366341-241366661	320	8.967088	0.110671	0.369663	0.292593
2	241085191	241389259	Del	2	241373489	241373922	chr2:241373489-241373922	433	8.967088	0.110671	0.369663	0.292593
2	241085191	241389259	Del	2	241374162	241374480	chr2:241374162-241374480	318	8.967088	0.110671	0.369663	0.292593
2	241544526	241587884	Del	2	241585712	241586190	chr2:241585712-241586190	478	9.087816	0.111172	0.369086	0.291667
2	241587990	241804741	Del	2	241796889	241797214	chr2:241796889-241797214	325	9.797899	0.113979	0.368264	0.292593
2	241805851	242011634	Del	2	241845496	241845803	chr2:241845496-241845803	307	9.092342	0.111172	0.368344	0.294444
2	241805851	242011634	Del	2	241860652	241861096	chr2:241860652-241861096	444	9.092342	0.111172	0.368344	0.294444
2	241805851	242011634	Del	2	241905496	241905651	chr2:241905496-241905651	155	9.092342	0.111172	0.368344	0.294444
2	242453981	242476062	Del	2	242455386	242455795	chr2:242455386-242455795	409	10.603827	0.117087	0.372457	0.294444
22	46396074	46447097	Del	22	46398693	46399004	chr22:46398693-46399004	311	0.634988	0.062553	0.469531	0.462037
22	46396074	46447097	Del	22	46408022	46408110	chr22:46408022-46408110	88	0.634988	0.062553	0.469531	0.462037
22	46396074	46447097	Del	22	46432742	46433091	chr22:46432742-46433091	349	0.634988	0.062553	0.469531	0.462037
22	46396074	46447097	Del	22	46441533	46441708	chr22:46441533-46441708	175	0.634988	0.062553	0.469531	0.462037
22	46396074	46447097	Del	22	46442068	46442299	chr22:46442068-46442299	231	0.634988	0.062553	0.469531	0.462037
22	46396074	46447097	Del	22	46443810	46444010	chr22:46443810-46444010	200	0.634988	0.062553	0.469531	0.462037
22	46396074	46447097	Del	22	46444150	46444589	chr22:46444150-46444589	439	0.634988	0.062553	0.469531	0.462037
22	46448476	46535934	Del	22	46455003	46455485	chr22:46455003-46455485	482	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46462776	46462894	chr22:46462776-46462894	118	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46464940	46465203	chr22:46464940-46465203	263	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46467914	46468476	chr22:46467914-46468476	562	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46470082	46470656	chr22:46470082-46470656	574	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46472616	46472825	chr22:46472616-46472825	209	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46474643	46475112	chr22:46474643-46475112	469	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46480881	46481264	chr22:46480881-46481264	383	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46483894	46484294	chr22:46483894-46484294	400	1.204027	0.068167	0.471732	0.462037
22	46448476	46535934	Del	22	46495432	46495673	chr22:46495432-46495673	241	1.204027	0.068167	0.471732	0.462037
22	46751122	46936403	Del	22	46934347	46934575	chr22:46934347-46934575	228	0.679419	0.063054	0.471679	0.465741
22	46751122	46936403	Del	22	46934777	46935027	chr22:46934777-46935027	250	0.679419	0.063054	0.471679	0.465741
22	46751122	46936403	Del	22	46935060	46935431	chr22:46935060-46935431	371	0.679419	0.063054	0.471679	0.465741
22	46936790	47079434	Del	22	46944783	46944886	chr22:46944783-46944886	103	1.103342	0.067265	0.47197	0.466667
22	46936790	47079434	Del	22	46957537	46957704	chr22:46957537-46957704	167	1.103342	0.067265	0.47197	0.466667
22	46936790	47079434	Del	22	46970983	46971382	chr22:46970983-46971382	399	1.103342	0.067265	0.47197	0.466667
22	47079565	47156703	Del	22	47134957	47135355	chr22:47134957-47135355	398	0.819825	0.064558	0.470834	0.466667
22	47079565	47156703	Del	22	47145245	47145535	chr22:47145245-47145535	290	0.819825	0.064558	0.470834	0.466667
22	47079565	47156703	Del	22	47149923	47150411	chr22:47149923-47150411	488	0.819825	0.064558	0.470834	0.466667
22	47156995	48016548	Del	22	47579960	47580142	chr22:47579960-47580142	182	0.710715	0.063455	0.470132	0.466667
22	47156995	48016548	Del	22	47848340	47848433	chr22:47848340-47848433	93	0.710715	0.063455	0.470132	0.466667
22	48027448	48670715	Del	22	48035641	48035928	chr22:48035641-48035928	287	0.83467	0.064658	0.47018	0.462037
22	48027448	48670715	Del	22	48146543	48146838	chr22:48146543-48146838	295	0.83467	0.064658	0.47018	0.462037
22	48027448	48670715	Del	22	48184441	48184585	chr22:48184441-48184585	144	0.83467	0.064658	0.47018	0.462037
22	48027448	48670715	Del	22	48185959	48186142	chr22:48185959-48186142	183	0.83467	0.064658	0.47018	0.462037
22	48670810	49330723	Del	22	48883958	48884244	chr22:48883958-48884244	286	1.437975	0.070172	0.472457	0.460185
3	148931524	149001335	Amp	3	148942843	148943311	chr3:148942843-148943311	468	1.080844	0.153376	0.520375	0.277778
3	149065409	149122161	Amp	3	149099928	149100323	chr3:149099928-149100323	395	1.215889	0.15608	0.521504	0.280556
3	149065409	149122161	Amp	3	149104739	149105065	chr3:149104739-149105065	326	1.215889	0.15608	0.521504	0.280556
3	149065409	149122161	Amp	3	149108520	149108892	chr3:149108520-149108892	372	1.215889	0.15608	0.521504	0.280556
3	149065409	149122161	Amp	3	149113631	149114007	chr3:149113631-149114007	376	1.215889	0.15608	0.521504	0.280556
3	149065409	149122161	Amp	3	149119420	149119639	chr3:149119420-149119639	219	1.215889	0.15608	0.521504	0.280556
3	149129288	149195172	Amp	3	149180653	149180836	chr3:149180653-149180836	183	1.040781	0.152562	0.51639	0.280556
3	149921164	149963002	Amp	3	149933925	149934322	chr3:149933925-149934322	397	1.156715	0.154869	0.525367	0.277778
3	149921164	149963002	Amp	3	149960024	149960302	chr3:149960024-149960302	278	1.156715	0.154869	0.525367	0.277778
3	149964309	149978556	Amp	3	149966255	149966555	chr3:149966255-149966555	300	1.246086	0.156581	0.527819	0.277778
3	150047765	150131486	Amp	3	150086629	150086866	chr3:150086629-150086866	237	1.299403	0.157656	0.526096	0.27963
3	150047765	150131486	Amp	3	150089534	150090066	chr3:150089534-150090066	532	1.299403	0.157656	0.526096	0.27963
3	150047765	150131486	Amp	3	150102610	150102865	chr3:150102610-150102865	255	1.299403	0.157656	0.526096	0.27963
3	150390533	150417593	Amp	3	150417166	150417289	chr3:150417166-150417289	123	1.638546	0.163924	0.534707	0.27963
3	150419583	150477679	Amp	3	150445626	150445906	chr3:150445626-150445906	280	1.79872	0.166793	0.538787	0.27963
3	150419583	150477679	Amp	3	150453151	150453509	chr3:150453151-150453509	358	1.79872	0.166793	0.538787	0.27963
3	150419583	150477679	Amp	3	150455785	150455994	chr3:150455785-150455994	209	1.79872	0.166793	0.538787	0.27963
3	150419583	150477679	Amp	3	150456267	150456381	chr3:150456267-150456381	114	1.79872	0.166793	0.538787	0.27963
3	150419583	150477679	Amp	3	150457276	150457594	chr3:150457276-150457594	318	1.79872	0.166793	0.538787	0.27963
3	150481937	150491154	Amp	3	150482569	150482635	chr3:150482569-150482635	66	1.860174	0.167812	0.54033	0.27963
3	150609694	150652824	Amp	3	150643259	150643433	chr3:150643259-150643433	174	1.497928	0.161388	0.53318	0.277778
3	151409187	151493596	Amp	3	151486383	151486557	chr3:151486383-151486557	174	1.269855	0.157089	0.52811	0.275926
3	151493903	151609262	Amp	3	151507223	151507685	chr3:151507223-151507685	462	1.41533	0.159844	0.530526	0.276852
3	151852487	152029186	Amp	3	151923088	151923367	chr3:151923088-151923367	279	1.971867	0.169613	0.542665	0.277778
3	152750636	152933001	Amp	3	152878171	152878732	chr3:152878171-152878732	561	1.378203	0.159161	0.528008	0.278704
3	152933057	152984338	Amp	3	152965278	152966000	chr3:152965278-152966000	722	1.287324	0.157501	0.52564	0.278704
3	152987780	153151040	Amp	3	153037837	153038182	chr3:153037837-153038182	345	1.329476	0.158219	0.523576	0.280556
3	154984771	155013405	Amp	3	154995929	154996300	chr3:154995929-154996300	371	1.080844	0.153339	0.518606	0.277778
3	156395672	156465997	Amp	3	156442773	156442811	chr3:156442773-156442811	38	1.573299	0.16283	0.524778	0.281481
3	156395672	156465997	Amp	3	156443600	156443618	chr3:156443600-156443618	18	1.573299	0.16283	0.524778	0.281481
3	156395672	156465997	Amp	3	156444390	156444661	chr3:156444390-156444661	271	1.573299	0.16283	0.524778	0.281481
3	156395672	156465997	Amp	3	156453441	156453522	chr3:156453441-156453522	81	1.573299	0.16283	0.524778	0.281481
3	156478293	156492845	Amp	3	156480605	156480801	chr3:156480605-156480801	196	1.329476	0.158263	0.519052	0.280556
3	156478293	156492845	Amp	3	156491591	156491826	chr3:156491591-156491826	235	1.329476	0.158263	0.519052	0.280556
3	156495093	156506666	Amp	3	156502026	156502257	chr3:156502026-156502257	231	1.41533	0.159858	0.521312	0.280556
3	156495093	156506666	Amp	3	156506058	156506346	chr3:156506058-156506346	288	1.41533	0.159858	0.521312	0.280556
3	156495093	156506666	Amp	3	156506552	156506943	chr3:156506552-156506943	114	1.41533	0.159858	0.521312	0.280556
3	156769667	156809362	Amp	3	156784451	156784922	chr3:156784451-156784922	471	1.638546	0.164021	0.532109	0.278704
3	156815221	156830569	Amp	3	156822906	156823344	chr3:156822906-156823344	438	1.529626	0.161987	0.527736	0.27963
3	156815221	156830569	Amp	3	156828715	156829105	chr3:156828715-156829105	390	1.529626	0.161987	0.527736	0.27963
3	156848637	156861750	Amp	3	156849691	156850000	chr3:156849691-156850000	309	1.529626	0.161987	0.527549	0.27963
3	156848637	156861750	Amp	3	156852547	156853124	chr3:156852547-156853124	577	1.529626	0.161987	0.527549	0.27963
3	156920414	157020974	Amp	3	156959494	156959508	chr3:156959494-156959508	14	1.275388	0.157255	0.520273	0.27963
3	160234943	160325007	Amp	3	160288141	160288350	chr3:160288141-160288350	209	1.023823	0.152177	0.513638	0.280556
3	161109220	161142314	Amp	3	161133387	161133714	chr3:161133387-161133714	327	1.805369	0.166819	0.529418	0.284259
3	161109220	161142314	Amp	3	161138601	161138921	chr3:161138601-161138921	320	1.805369	0.166819	0.529418	0.284259
3	161109220	161142314	Amp	3	161139893	161140384	chr3:161139893-161140384	491	1.805369	0.166819	0.529418	0.284259
3	165031515	165111389	Amp	3	165102012	165102226	chr3:165102012-165102226	214	3.386082	0.190735	0.542177	0.297222
3	167359293	167439207	Amp	3	167376206	167376511	chr3:167376206-167376511	305	4.072954	0.199909	0.540578	0.30463
3	169494053	169538612	Amp	3	169508571	169508792	chr3:169508571-169508792	221	8.23215	0.247403	0.584307	0.316667
3	170618799	170657770	Amp	3	170627321	170627621	chr3:170627321-170627621	300	7.690874	0.241862	0.579919	0.314815
3	171705773	171744790	Amp	3	171708179	171708567	chr3:171708179-171708567	388	6.908732	0.2336	0.570232	0.314815
3	172304106	172332262	Amp	3	172304233	172304595	chr3:172304233-172304595	362	7.466925	0.23956	0.575433	0.316667
3	172304106	172332262	Amp	3	172325180	172325357	chr3:172325180-172325357	177	7.466925	0.23956	0.575433	0.316667
3	172333899	172353572	Amp	3	172344996	172345137	chr3:172344996-172345137	141	7.444668	0.239284	0.576772	0.315741
3	176051052	176157354	Amp	3	176133548	176133972	chr3:176133548-176133972	424	8.48633	0.24997	0.592479	0.312037
3	176408675	176442040	Amp	3	176439687	176439857	chr3:176439687-176439857	170	8.300854	0.248135	0.590137	0.312037
3	176908675	176958026	Amp	3	176916249	176916425	chr3:176916249-176916425	176	9.500618	0.260031	0.598914	0.315741
3	176963521	177013703	Amp	3	176988907	176989274	chr3:176988907-176989274	367	9.369403	0.25878	0.599095	0.314815
3	177057114	177090668	Amp	3	177076157	177076922	chr3:177076157-177076922	765	9.20238	0.257131	0.598774	0.313889
3	177176385	177253499	Amp	3	177234134	177234201	chr3:177234134-177234201	67	9.681448	0.2617	0.603183	0.314815
3	177255923	177305765	Amp	3	177293593	177293900	chr3:177293593-177293900	307	10.49862	0.269536	0.613199	0.314815
3	177255923	177305765	Amp	3	177297513	177297662	chr3:177297513-177297662	149	10.49862	0.269536	0.613199	0.314815
3	177308889	177328322	Amp	3	177310528	177310702	chr3:177310528-177310702	174	10.747077	0.271906	0.616366	0.314815
3	177376818	177389109	Amp	3	177383116	177383499	chr3:177383116-177383499	383	10.486613	0.269484	0.615109	0.313889
3	177390992	177452765	Amp	3	177434552	177434810	chr3:177434552-177434810	258	10.759526	0.271998	0.618498	0.313889
3	177457791	177494925	Amp	3	177472457	177472684	chr3:177472457-177472684	227	10.622706	0.270704	0.618684	0.312963
3	177615911	177636693	Amp	3	177623365	177623625	chr3:177623365-177623625	260	10.474785	0.269303	0.615156	0.313889
3	177615911	177636693	Amp	3	177623981	177624160	chr3:177623981-177624160	179	10.474785	0.269303	0.615156	0.313889
3	178661252	178711453	Amp	3	178671519	178671916	chr3:178671519-178671916	397	10.834372	0.272644	0.616839	0.313889
3	178661252	178711453	Amp	3	178699167	178699475	chr3:178699167-178699475	308	10.834372	0.272644	0.616839	0.313889
3	181323441	181370795	Amp	3	181329651	181329904	chr3:181329651-181329904	253	6.897973	0.233415	0.584043	0.3
3	181415945	181423220	Amp	3	181418145	181418802	chr3:181418145-181418802	657	6.747532	0.231814	0.581746	0.300926
3	181931888	182020356	Amp	3	181959526	181959782	chr3:181959526-181959782	256	5.061681	0.212462	0.555136	0.300926
3	182633149	182689447	Amp	3	182642205	182642465	chr3:182642205-182642465	260	6.086921	0.224514	0.564157	0.302778
3	182633149	182689447	Amp	3	182645862	182646115	chr3:182645862-182646115	253	6.086921	0.224514	0.564157	0.302778
3	182721537	182730173	Amp	3	182727471	182727797	chr3:182727471-182727797	326	6.004361	0.223561	0.562762	0.302778
3	182877645	182888034	Amp	3	182887417	182887606	chr3:182887417-182887606	189	5.109527	0.213034	0.550478	0.300926
3	184434257	184445284	Amp	3	184434752	184435124	chr3:184434752-184435124	372	5.109527	0.213117	0.55463	0.298148
3	184757287	184800265	Amp	3	184775166	184775451	chr3:184775166-184775451	285	4.413108	0.20433	0.544831	0.296296
3	186234463	186281899	Amp	3	186252092	186252491	chr3:186252092-186252491	399	3.411612	0.191068	0.534825	0.291667
3	186747882	186848939	Amp	3	186819692	186820086	chr3:186819692-186820086	394	3.661353	0.194426	0.536545	0.292593
3	186963130	187017841	Amp	3	187011848	187012020	chr3:187011848-187012020	172	3.923887	0.19798	0.54158	0.292593
3	187405217	187547134	Amp	3	187464496	187464942	chr3:187464496-187464942	446	4.875181	0.210154	0.559623	0.290741
3	187405217	187547134	Amp	3	187467867	187468249	chr3:187467867-187468249	382	4.875181	0.210154	0.559623	0.290741
3	187405217	187547134	Amp	3	187529493	187529917	chr3:187529493-187529917	424	4.875181	0.210154	0.559623	0.290741
3	188615206	188675937	Amp	3	188658561	188658620	chr3:188658561-188658620	59	4.54982	0.206141	0.551447	0.290741
3	188615206	188675937	Amp	3	188661502	188661787	chr3:188661502-188661787	285	4.54982	0.206141	0.551447	0.290741
3	188615206	188675937	Amp	3	188663292	188663701	chr3:188663292-188663701	409	4.54982	0.206141	0.551447	0.290741
3	189110666	189176519	Amp	3	189112259	189112616	chr3:189112259-189112616	357	4.875181	0.210209	0.553708	0.292593
3	193513152	193562848	Amp	3	193546369	193546601	chr3:193546369-193546601	232	5.759085	0.220718	0.563286	0.297222
3	193513152	193562848	Amp	3	193548514	193548983	chr3:193548514-193548983	469	5.759085	0.220718	0.563286	0.297222
3	193564431	193637164	Amp	3	193587539	193587846	chr3:193587539-193587846	307	5.830005	0.22163	0.562754	0.298148
3	193564431	193637164	Amp	3	193588211	193588236	chr3:193588211-193588236	25	5.830005	0.22163	0.562754	0.298148
3	193564431	193637164	Amp	3	193588375	193588843	chr3:193588375-193588843	468	5.830005	0.22163	0.562754	0.298148
3	193564431	193637164	Amp	3	193590130	193590422	chr3:193590130-193590422	292	5.830005	0.22163	0.562754	0.298148
3	193564431	193637164	Amp	3	193597420	193597611	chr3:193597420-193597611	191	5.830005	0.22163	0.562754	0.298148
3	193564431	193637164	Amp	3	193615675	193615806	chr3:193615675-193615806	131	5.830005	0.22163	0.562754	0.298148
3	193688470	193804221	Amp	3	193689142	193689560	chr3:193689142-193689560	418	5.54889	0.218289	0.559791	0.297222
3	193688470	193804221	Amp	3	193758380	193758567	chr3:193758380-193758567	187	5.54889	0.218289	0.559791	0.297222
3	193804881	193823757	Amp	3	193822220	193822536	chr3:193822220-193822536	316	5.658718	0.219597	0.559939	0.298148
3	193827260	193895196	Amp	3	193851636	193853009	chr3:193851636-193853009	1373	5.769173	0.220839	0.559894	0.299074
3	193827260	193895196	Amp	3	193857372	193857551	chr3:193857372-193857551	179	5.769173	0.220839	0.559894	0.299074
3	193827260	193895196	Amp	3	193858651	193858843	chr3:193858651-193858843	192	5.769173	0.220839	0.559894	0.299074
3	193827260	193895196	Amp	3	193876735	193877026	chr3:193876735-193877026	291	5.769173	0.220839	0.559894	0.299074
3	193980564	194064075	Amp	3	193983162	193983541	chr3:193983162-193983541	379	5.678597	0.219833	0.563322	0.296296
3	193980564	194064075	Amp	3	193988501	193988592	chr3:193988501-193988592	91	5.678597	0.219833	0.563322	0.296296
3	193980564	194064075	Amp	3	193989061	193989396	chr3:193989061-193989396	335	5.678597	0.219833	0.563322	0.296296
3	193980564	194064075	Amp	3	194022185	194022450	chr3:194022185-194022450	265	5.678597	0.219833	0.563322	0.296296
3	193980564	194064075	Amp	3	194029385	194029774	chr3:194029385-194029774	389	5.678597	0.219833	0.563322	0.296296
3	193980564	194064075	Amp	3	194040514	194040910	chr3:194040514-194040910	396	5.678597	0.219833	0.563322	0.296296
3	193980564	194064075	Amp	3	194041526	194041906	chr3:194041526-194041906	380	5.678597	0.219833	0.563322	0.296296
3	194225533	194286859	Amp	3	194227767	194228126	chr3:194227767-194228126	359	5.609191	0.219003	0.560452	0.297222
3	194225533	194286859	Amp	3	194239482	194239862	chr3:194239482-194239862	380	5.609191	0.219003	0.560452	0.297222
3	194225533	194286859	Amp	3	194247870	194248550	chr3:194247870-194248550	680	5.609191	0.219003	0.560452	0.297222
3	194291805	194336705	Amp	3	194294469	194295159	chr3:194294469-194295159	690	5.518677	0.218013	0.559127	0.297222
3	194291805	194336705	Amp	3	194296552	194296878	chr3:194296552-194296878	326	5.518677	0.218013	0.559127	0.297222
3	194291805	194336705	Amp	3	194298758	194299295	chr3:194298758-194299295	537	5.518677	0.218013	0.559127	0.297222
3	194291805	194336705	Amp	3	194299958	194300402	chr3:194299958-194300402	444	5.518677	0.218013	0.559127	0.297222
3	195838036	195855298	Amp	3	195849521	195850263	chr3:195849521-195850263	742	6.431577	0.228338	0.571914	0.297222
3	195838036	195855298	Amp	3	195854063	195854320	chr3:195854063-195854320	257	6.431577	0.228338	0.571914	0.297222
3	195863611	195877655	Amp	3	195871770	195871934	chr3:195871770-195871934	164	6.23269	0.226114	0.568684	0.297222
3	195891096	195946535	Amp	3	195891844	195892227	chr3:195891844-195892227	383	6.2745	0.226641	0.56685	0.298148
3	195891096	195946535	Amp	3	195896732	195897063	chr3:195896732-195897063	331	6.2745	0.226641	0.56685	0.298148
3	195891096	195946535	Amp	3	195897824	195897955	chr3:195897824-195897955	131	6.2745	0.226641	0.56685	0.298148
3	195891096	195946535	Amp	3	195906363	195907075	chr3:195906363-195907075	712	6.2745	0.226641	0.56685	0.298148
3	195891096	195946535	Amp	3	195908745	195909032	chr3:195908745-195909032	287	6.2745	0.226641	0.56685	0.298148
3	195891096	195946535	Amp	3	195919575	195919687	chr3:195919575-195919687	112	6.2745	0.226641	0.56685	0.298148
3	196064448	196074128	Amp	3	196071529	196071904	chr3:196071529-196071904	375	5.952332	0.223018	0.565591	0.296296
3	196264893	196367400	Amp	3	196347011	196347384	chr3:196347011-196347384	373	5.932024	0.222794	0.567269	0.29537
3	197029426	197033608	Amp	3	197033346	197033465	chr3:197033346-197033465	119	6.159952	0.225302	0.574942	0.291667
3	197335321	197338684	Amp	3	197335598	197335855	chr3:197335598-197335855	257	6.128569	0.224949	0.568595	0.293519
3	197413261	197481113	Amp	3	197439165	197439566	chr3:197439165-197439566	401	5.819772	0.221439	0.565433	0.292593
3	197413261	197481113	Amp	3	197461391	197461841	chr3:197461391-197461841	450	5.819772	0.221439	0.565433	0.292593
4	1282746	1619388	Del	4	1339085	1339471	chr4:1339085-1339471	386	0.81652	0.064458	0.422838	0.311111
4	1282746	1619388	Del	4	1339592	1340250	chr4:1339592-1340250	658	0.81652	0.064458	0.422838	0.311111
4	1282746	1619388	Del	4	1562061	1562319	chr4:1562061-1562319	258	0.81652	0.064458	0.422838	0.311111
4	152895235	153185744	Del	4	153023305	153023605	chr4:153023305-153023605	300	0.977442	0.066062	0.377671	0.302778
4	153186126	153537671	Del	4	153461614	153461859	chr4:153461614-153461859	245	1.696593	0.072277	0.383622	0.302778
4	153186126	153537671	Del	4	153475381	153475544	chr4:153475381-153475544	163	1.696593	0.072277	0.383622	0.302778
