Disease	Resource	Chr	Strand	Coordinate	Region	ProbeID	GeneID	GeneName	GeneType	TranscriptID	TranscriptName	TranscriptType	Methylation Status	Pvalue	FDR	Methylation Difference	Meancase	Meancontrol
Breast invasive carcinoma	TCGA	chr12	+	128415683	intron	cg01055386	ENSG00000181234.9	TMEM132C	protein_coding	ENST00000435159.2	TMEM132C-001	protein_coding	hypomethylation	7.46e-49	3.45e-47	-0.366829009299969	0.561146044228783	0.927975053528752
Breast invasive carcinoma	TCGA	chr12	+	128509882	intron	cg02485729	ENSG00000181234.9	TMEM132C	protein_coding	ENST00000435159.2	TMEM132C-001	protein_coding	hypomethylation	2.94e-74	5.79e-72	-0.382694927116557	0.434180848251895	0.816875775368452
Breast invasive carcinoma	TCGA	chr12	+	128458732	intron	cg19793904	ENSG00000181234.9	TMEM132C	protein_coding	ENST00000435159.2	TMEM132C-001	protein_coding	hypomethylation	4.3e-103	5.04e-100	-0.396775904669067	0.406331706961012	0.803107611630079
Breast invasive carcinoma	TCGA	chr12	+	128614880	intron	cg26247186	ENSG00000181234.9	TMEM132C	protein_coding	ENST00000435159.2	TMEM132C-001	protein_coding	hypomethylation	1.32e-54	8.45e-53	-0.341677648311937	0.552489844197909	0.894167492509845
Breast invasive carcinoma	TCGA	chr12	+	128550803	intron	cg27137084	ENSG00000181234.9	TMEM132C	protein_coding	ENST00000435159.2	TMEM132C-001	protein_coding	hypomethylation	6e-77	1.4e-74	-0.3592693148218	0.420507910040509	0.779777224862309
Breast invasive carcinoma	TCGA	chr12	+	128853989	intron	cg00901320	ENSG00000151948.10	GLT1D1	protein_coding	ENST00000281703.9	GLT1D1-001	protein_coding	hypermethylation	5.46e-94	3.64e-91	0.378045026562794	0.560320540184717	0.182275513621923
Breast invasive carcinoma	TCGA	chr12	+	128932317	intron	cg23801172	ENSG00000151948.10	GLT1D1	protein_coding	ENST00000537468.1	GLT1D1-005	protein_coding	hypomethylation	9.87e-46	3.83e-44	-0.311685079950797	0.59145823131391	0.903143311264707
Breast invasive carcinoma	TCGA	chr12	+	128980827	intron	cg24770677	ENSG00000151948.10	GLT1D1	protein_coding	ENST00000537468.1	GLT1D1-005	protein_coding	hypomethylation	2.68e-64	2.95e-62	-0.341817289937132	0.521522327513036	0.863339617450168
Breast invasive carcinoma	TCGA	chr12	-	129904203	TSS1500	cg04733537	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypermethylation	3.54e-76	7.83e-74	0.380695754021026	0.472903641943062	0.0922078879220365
Breast invasive carcinoma	TCGA	chr12	-	129903671	TSS200	cg12122146	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypermethylation	3.74e-42	1.19e-40	0.308703450081873	0.463757609251343	0.15505415916947
Breast invasive carcinoma	TCGA	chr12	-	129849270	intron	cg04414975	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypomethylation	3.96e-75	8.17e-73	-0.395981053152983	0.449238347898263	0.845219401051246
Breast invasive carcinoma	TCGA	chr12	-	129850795	intron	cg06679878	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypomethylation	2.65e-75	5.53e-73	-0.317718699978434	0.350556070094487	0.668274770072921
Breast invasive carcinoma	TCGA	chr12	-	129872667	intron	cg07230440	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypomethylation	3.17e-67	4.17e-65	-0.352585043408757	0.420430064133403	0.77301510754216
Breast invasive carcinoma	TCGA	chr12	-	129720609	intron	cg12072740	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypomethylation	1.26e-62	1.28e-60	-0.320378661233001	0.362221388148063	0.682600049381063
Breast invasive carcinoma	TCGA	chr12	-	129791606	intron	cg15936861	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypomethylation	2.31e-55	1.54e-53	-0.337074079309005	0.463618316013296	0.800692395322301
Breast invasive carcinoma	TCGA	chr12	-	129851725	intron	cg23733052	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypomethylation	3.21e-53	1.89e-51	-0.328345218379513	0.402941249903778	0.731286468283291
Breast invasive carcinoma	TCGA	chr12	-	129851207	intron	cg24778576	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000422113.5	TMEM132D-001	protein_coding	hypomethylation	9.11e-45	3.34e-43	-0.340312444484644	0.513558863742891	0.853871308227535
Breast invasive carcinoma	TCGA	chr12	-	129700195	genebody	cg11638921	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000619366.1	TMEM132D-201	protein_coding	hypomethylation	2.26e-30	3.59e-29	-0.317386324749516	0.638181065706061	0.955567390455577
Breast invasive carcinoma	TCGA	chr12	-	129700471	genebody	cg20470734	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000619366.1	TMEM132D-201	protein_coding	hypomethylation	7.5e-51	3.87e-49	-0.338880342324461	0.547310379118427	0.886190721442888
Breast invasive carcinoma	TCGA	chr12	-	129639562	intron	cg14504768	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000619366.1	TMEM132D-201	protein_coding	hypomethylation	3.73e-95	2.69e-92	-0.3105368081096	0.365419929849602	0.675956737959202
Breast invasive carcinoma	TCGA	chr12	-	129269762	intron	cg03420866	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000619366.1	TMEM132D-201	protein_coding	hypomethylation	1.47e-48	6.69e-47	-0.357189599463196	0.592458756083162	0.949648355546358
Breast invasive carcinoma	TCGA	chr12	-	129302453	intron	cg17735631	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000619366.1	TMEM132D-201	protein_coding	hypomethylation	2.51e-74	4.96e-72	-0.362355764477361	0.492891076980818	0.855246841458179
Breast invasive carcinoma	TCGA	chr12	-	129151471	intron	cg08546107	ENSG00000151952.13	TMEM132D	protein_coding	ENST00000619366.1	TMEM132D-201	protein_coding	hypomethylation	3.12e-35	6.64e-34	-0.324627163870175	0.598595970688352	0.923223134558528
Breast invasive carcinoma	TCGA	chr12	-	130518247	intron	cg04227871	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	3.22e-65	3.73e-63	-0.35976185616073	0.511535348522125	0.871297204682855
Breast invasive carcinoma	TCGA	chr12	-	130517841	genebody	cg09847584	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	5.61e-59	4.62e-57	-0.349849199091057	0.545149366067178	0.894998565158236
Breast invasive carcinoma	TCGA	chr12	-	130473130	intron	cg10612692	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	1.47e-75	3.14e-73	-0.321646016232378	0.434783979696676	0.756429995929053
Breast invasive carcinoma	TCGA	chr12	-	130474245	intron	cg11803101	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	7.11e-39	1.86e-37	-0.32024220768382	0.609871716256008	0.930113923939828
Breast invasive carcinoma	TCGA	chr12	-	130477107	intron	cg15001406	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	5.49e-85	2.17e-82	-0.346529990220795	0.275389626774287	0.621919616995082
Breast invasive carcinoma	TCGA	chr12	-	130468391	intron	cg16201003	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	6.13e-84	2.17e-81	-0.367393275501757	0.488772927517921	0.856166203019678
Breast invasive carcinoma	TCGA	chr12	-	130474108	intron	cg22883887	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	3.63e-47	1.53e-45	-0.325989303179129	0.585756341935839	0.911745645114968
Breast invasive carcinoma	TCGA	chr12	-	130477404	intron	cg26491818	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	3.53e-43	1.19e-41	-0.390717579472487	0.515020426715357	0.905738006187844
Breast invasive carcinoma	TCGA	chr12	-	130474166	intron	cg27170427	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	6.1e-80	1.72e-77	-0.457878721873319	0.462185031830199	0.920063753703518
Breast invasive carcinoma	TCGA	chr12	-	130451765	intron	cg04803676	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	6.49e-51	3.36e-49	-0.340871492906301	0.538932087977569	0.87980358088387
Breast invasive carcinoma	TCGA	chr12	-	130453599	intron	cg06101079	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	5.32e-45	1.98e-43	-0.304525582532968	0.603707506439924	0.908233088972892
Breast invasive carcinoma	TCGA	chr12	-	130455155	intron	cg22403469	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	1.02e-47	4.42e-46	-0.380929344142142	0.586338971440472	0.967268315582613
Breast invasive carcinoma	TCGA	chr12	-	130453616	intron	cg24007169	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	1.4e-92	8.7e-90	-0.320128945033606	0.398618285829644	0.718747230863249
Breast invasive carcinoma	TCGA	chr12	-	130452754	intron	cg25577497	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	1.75e-54	1.11e-52	-0.359997015604498	0.38654303171821	0.746540047322709
Breast invasive carcinoma	TCGA	chr12	-	130449565	intron	cg05399225	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	2.86e-76	6.36e-74	-0.32721177118269	0.417593354530959	0.744805125713649
Breast invasive carcinoma	TCGA	chr12	-	130447425	intron	cg12901574	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	1.14e-42	3.72e-41	-0.400731939519444	0.515666934791851	0.916398874311295
Breast invasive carcinoma	TCGA	chr12	-	130444648	intron	cg10577257	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	2.89e-103	3.44e-100	-0.352451051730601	0.311047310115564	0.663498361846165
Breast invasive carcinoma	TCGA	chr12	-	130443379	intron	cg20643945	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	4.01e-56	2.8e-54	-0.360469788231263	0.533832177760377	0.89430196599164
Breast invasive carcinoma	TCGA	chr12	-	130440790	intron	cg15026456	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	5.95e-63	6.15e-61	-0.349991196044678	0.491783286621257	0.841774482665935
Breast invasive carcinoma	TCGA	chr12	-	130437118	genebody	cg17192862	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	7.19e-99	6.44e-96	-0.401478566044348	0.417899555310566	0.819378121354914
Breast invasive carcinoma	TCGA	chr12	-	130434778	genebody	cg03433362	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	4.75e-46	1.88e-44	-0.308226045757068	0.565653584584112	0.873879630341181
Breast invasive carcinoma	TCGA	chr12	-	130434012	intron	cg18613344	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	8.08e-55	5.26e-53	-0.355370745252914	0.57369273288477	0.929063478137684
Breast invasive carcinoma	TCGA	chr12	-	130429773	intron	cg21221598	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000261655.7	RIMBP2-001	protein_coding	hypomethylation	9.56e-34	1.86e-32	-0.313504369381729	0.537540135557002	0.851044504938731
Breast invasive carcinoma	TCGA	chr12	-	130426131	intron	cg22203659	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000261655.7	RIMBP2-001	protein_coding	hypomethylation	1.75e-47	7.52e-46	-0.3174670894859	0.60773615414593	0.92520324363183
Breast invasive carcinoma	TCGA	chr12	-	130414230	5'UTR	cg23356310	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536632.1	RIMBP2-005	protein_coding	hypomethylation	3.15e-82	1.01e-79	-0.347587578306566	0.512884409101371	0.860471987407937
Breast invasive carcinoma	TCGA	chr12	-	130407980	intron	cg11054192	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536632.1	RIMBP2-005	protein_coding	hypomethylation	1.31e-84	4.98e-82	-0.328288768702264	0.416895449964651	0.745184218666916
Breast invasive carcinoma	TCGA	chr12	-	130396653	3'UTR	cg20765700	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000261655.7	RIMBP2-001	protein_coding	hypomethylation	7.89e-93	5.04e-90	-0.383235069577236	0.361425406202111	0.744660475779347
Breast invasive carcinoma	TCGA	chr12	-	130545640	intron	cg09668951	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	2.11e-44	7.58e-43	-0.341486877005235	0.570864895252392	0.912351772257628
Breast invasive carcinoma	TCGA	chr12	-	130592837	intron	cg13422275	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	2.09e-39	5.66e-38	-0.405621422255405	0.53867920669525	0.944300628950655
Breast invasive carcinoma	TCGA	chr12	-	130545661	intron	cg17080335	ENSG00000060709.12	RIMBP2	protein_coding	ENST00000536002.4	RIMBP2-201	protein_coding	hypomethylation	7.68e-44	2.69e-42	-0.391362880136092	0.516591276171036	0.907954156307127
Breast invasive carcinoma	TCGA	chr12	-	132316753	intron	cg17341136	ENSG00000182870.11	GALNT9	protein_coding	ENST00000328957.11	GALNT9-009	protein_coding	hypomethylation	7.95e-41	2.33e-39	-0.311697576608333	0.510402046317534	0.822099622925867
Breast invasive carcinoma	TCGA	chr12	-	132320353	intron	cg19483465	ENSG00000182870.11	GALNT9	protein_coding	ENST00000328957.11	GALNT9-009	protein_coding	hypomethylation	4.12e-35	8.72e-34	-0.317384795059563	0.434160432929004	0.751545227988567
Breast invasive carcinoma	TCGA	chr15	-	28099569	TSS1500	cg10762626	ENSG00000104044.14	OCA2	protein_coding	ENST00000431101.1	OCA2-003	protein_coding	hypermethylation	3.36e-28	4.68e-27	0.342090232731326	0.4152831172583	0.0731928845269736
Breast invasive carcinoma	TCGA	chr15	-	28099584	TSS1500	cg20698924	ENSG00000104044.14	OCA2	protein_coding	ENST00000431101.1	OCA2-003	protein_coding	hypermethylation	6.74e-30	1.04e-28	0.317105854984364	0.40365022769811	0.0865443727137453
Breast invasive carcinoma	TCGA	chr15	+	29111190	intron	cg07148167	ENSG00000034053.13	APBA2	protein_coding	ENST00000411764.4	APBA2-201	protein_coding	hypomethylation	3.52e-32	6.27e-31	-0.305571477586773	0.613793996030966	0.919365473617738
Breast invasive carcinoma	TCGA	chr15	-	29889118	intron	cg10294253	ENSG00000104067.15	TJP1	protein_coding	ENST00000558447.1	TJP1-007	protein_coding	hypomethylation	2.25e-53	1.33e-51	-0.321678550044255	0.438992563698513	0.760671113742768
Breast invasive carcinoma	TCGA	chr15	-	31080794	intron	cg20663376	ENSG00000134160.12	TRPM1	protein_coding	ENST00000559179.1	TRPM1-003	protein_coding	hypermethylation	1.34e-40	3.88e-39	0.368982097750036	0.527801351986682	0.158819254236646
Breast invasive carcinoma	TCGA	chr15	+	32091787	intron	cg12113981	ENSG00000175344.15	CHRNA7	protein_coding	ENST00000306901.6	CHRNA7-001	protein_coding	hypomethylation	1.99e-39	5.4e-38	-0.31091767741948	0.426611516230817	0.737529193650297
Breast invasive carcinoma	TCGA	chr15	+	32111258	intron	cg05168573	ENSG00000175344.15	CHRNA7	protein_coding	ENST00000306901.6	CHRNA7-001	protein_coding	hypomethylation	5.54e-38	1.38e-36	-0.306842913994063	0.588882773698525	0.895725687692588
Breast invasive carcinoma	TCGA	chr15	+	32112110	intron	cg27420946	ENSG00000175344.15	CHRNA7	protein_coding	ENST00000306901.6	CHRNA7-001	protein_coding	hypomethylation	1.57e-41	4.81e-40	-0.321003674579746	0.539377646581219	0.860381321160965
Breast invasive carcinoma	TCGA	chr15	+	32641803	intron	cg12134633	ENSG00000166922.7	SCG5	protein_coding	ENST00000497208.4	SCG5-003	protein_coding	hypermethylation	2.93e-105	3.77e-102	0.493249121568079	0.764311307204018	0.271062185635939
Breast invasive carcinoma	TCGA	chr15	+	32641984	intron	cg15787039	ENSG00000166922.7	SCG5	protein_coding	ENST00000497208.4	SCG5-003	protein_coding	hypermethylation	9.18e-77	2.12e-74	0.304756678781789	0.612837887751175	0.308081208969386
Breast invasive carcinoma	TCGA	chr15	+	33581046	intron	cg08642292	ENSG00000198838.10	RYR3	protein_coding	ENST00000622037.1	RYR3-201	protein_coding	hypomethylation	4.53e-54	2.82e-52	-0.356266191369321	0.494430136572125	0.850696327941446
Breast invasive carcinoma	TCGA	chr15	+	33600457	intron	cg21633105	ENSG00000198838.10	RYR3	protein_coding	ENST00000622037.1	RYR3-201	protein_coding	hypomethylation	8.4e-43	2.77e-41	-0.300789106217081	0.470413323640533	0.771202429857613
Breast invasive carcinoma	TCGA	chr15	-	40106930	intron	cg08131309	ENSG00000104081.12	BMF	protein_coding	ENST00000560430.1	BMF-009	protein_coding	hypomethylation	5.98e-80	1.68e-77	-0.330660659774988	0.327482780190732	0.65814343996572
Breast invasive carcinoma	TCGA	chr15	+	41501683	genebody	cg08680048	ENSG00000137825.9	ITPKA	protein_coding	ENST00000260386.6	ITPKA-001	protein_coding	hypermethylation	6.93e-58	5.35e-56	0.433225606558487	0.490957946545159	0.0577323399866715
Breast invasive carcinoma	TCGA	chr15	+	41502214	intron	cg11789612	ENSG00000137825.9	ITPKA	protein_coding	ENST00000260386.6	ITPKA-001	protein_coding	hypermethylation	2.33e-50	1.17e-48	0.387730802514539	0.450408847232821	0.0626780447182819
Breast invasive carcinoma	TCGA	chr15	+	41503277	3'UTR	cg22888055	ENSG00000137825.9	ITPKA	protein_coding	ENST00000260386.6	ITPKA-001	protein_coding	hypermethylation	1.98e-47	8.46e-46	0.319036819784053	0.591919744345463	0.272882924561409
Breast invasive carcinoma	TCGA	chr15	-	41513075	genebody	cg27021986	ENSG00000062524.14	LTK	protein_coding	ENST00000453182.2	LTK-004	protein_coding	hypermethylation	2.02e-38	5.15e-37	0.307530186668699	0.39381397304927	0.0862837863805705
Breast invasive carcinoma	TCGA	chr15	-	42155881	intron	cg00150025	ENSG00000168907.12	PLA2G4F	protein_coding	ENST00000397272.6	PLA2G4F-001	protein_coding	hypomethylation	1.15e-52	6.55e-51	-0.389519123618863	0.457715340725174	0.847234464344038
Breast invasive carcinoma	TCGA	chr15	-	42457550	intron	cg06794543	ENSG00000103994.15	ZNF106	protein_coding	ENST00000567041.1	ZNF106-011	protein_coding	hypermethylation	4.32e-144	7.29e-140	0.414636217028005	0.787641594318787	0.373005377290782
Breast invasive carcinoma	TCGA	chr15	-	42457687	intron	cg12492087	ENSG00000103994.15	ZNF106	protein_coding	ENST00000567041.1	ZNF106-011	protein_coding	hypermethylation	4.28e-136	4.81e-132	0.403259468346734	0.759112015528365	0.355852547181632
Breast invasive carcinoma	TCGA	chr15	-	42457138	genebody	cg03402235	ENSG00000103994.15	ZNF106	protein_coding	ENST00000567041.1	ZNF106-011	protein_coding	hypermethylation	3.27e-119	1.05e-115	0.314283125001685	0.778304867852002	0.464021742850317
Breast invasive carcinoma	TCGA	chr15	+	63056993	genebody	cg10403394	ENSG00000140416.18	TPM1	protein_coding	ENST00000560679.1	TPM1-024	protein_coding	hypermethylation	3.69e-41	1.11e-39	0.309095560816372	0.527944983899087	0.218849423082716
Breast invasive carcinoma	TCGA	chr15	+	64905684	intron	cg03051384	ENSG00000249240.2	AC069368.3	protein_coding	ENST00000437723.1	AC069368.3-001	protein_coding	hypermethylation	6.2e-40	1.73e-38	0.345045180334616	0.512779136690236	0.16773395635562
Breast invasive carcinoma	TCGA	chr15	+	67117572	intron	cg01671785	ENSG00000166949.14	SMAD3	protein_coding	ENST00000560175.4	SMAD3-016	protein_coding	hypermethylation	1.31e-62	1.33e-60	0.352413265218311	0.641999624925682	0.289586359707371
Breast invasive carcinoma	TCGA	chr15	+	67826647	genebody	cg16670554	ENSG00000188779.9	SKOR1	protein_coding	ENST00000380035.2	SKOR1-003	protein_coding	hypermethylation	1.39e-39	3.8e-38	0.342852529477152	0.455976671867408	0.113124142390257
Breast invasive carcinoma	TCGA	chr15	+	67828055	genebody	cg27649239	ENSG00000188779.9	SKOR1	protein_coding	ENST00000380035.2	SKOR1-003	protein_coding	hypermethylation	1.01e-48	4.62e-47	0.410718830877067	0.51656598773037	0.105847156853303
Breast invasive carcinoma	TCGA	chr15	+	67828839	intron	cg20557801	ENSG00000188779.9	SKOR1	protein_coding	ENST00000380035.2	SKOR1-003	protein_coding	hypermethylation	1.26e-51	6.77e-50	0.3121350704234	0.531854857292827	0.219719786869428
Breast invasive carcinoma	TCGA	chr15	+	67829225	genebody	cg24880701	ENSG00000188779.9	SKOR1	protein_coding	ENST00000380035.2	SKOR1-003	protein_coding	hypermethylation	6.08e-73	1.13e-70	0.357258728085866	0.465802300615205	0.108543572529339
Breast invasive carcinoma	TCGA	chr15	+	67829801	intron	cg11601252	ENSG00000188779.9	SKOR1	protein_coding	ENST00000380035.2	SKOR1-003	protein_coding	hypermethylation	1.21e-29	1.84e-28	0.312110798013514	0.348025231747887	0.0359144337343727
Breast invasive carcinoma	TCGA	chr15	-	71114444	intron	cg05415308	ENSG00000225362.7	CT62	protein_coding	ENST00000567117.1	CT62-003	protein_coding	hypomethylation	1.7e-66	2.14e-64	-0.343234267071768	0.316353924938872	0.65958819201064
Breast invasive carcinoma	TCGA	chr15	+	71202985	intron	cg26877508	ENSG00000187720.13	THSD4	protein_coding	ENST00000620694.1	THSD4-007	protein_coding	hypomethylation	1.32e-69	2.01e-67	-0.376369282143326	0.394986126430623	0.771355408573949
Breast invasive carcinoma	TCGA	chr15	-	74726862	TSS1500	cg12101586	ENSG00000140465.12	CYP1A1	protein_coding	ENST00000566503.1	CYP1A1-006	protein_coding	hypermethylation	3.18e-45	1.2e-43	0.325890056719615	0.477643183575588	0.151753126855973
Breast invasive carcinoma	TCGA	chr15	-	74726855	TSS1500	cg13570656	ENSG00000140465.12	CYP1A1	protein_coding	ENST00000566503.1	CYP1A1-006	protein_coding	hypermethylation	1.92e-40	5.51e-39	0.356772697207302	0.497200746182703	0.140428048975402
Breast invasive carcinoma	TCGA	chr15	-	74726910	TSS1500	cg22549041	ENSG00000140465.12	CYP1A1	protein_coding	ENST00000566503.1	CYP1A1-006	protein_coding	hypermethylation	7.28e-30	1.12e-28	0.315927782049814	0.550055881670429	0.234128099620615
Breast invasive carcinoma	TCGA	chr15	+	74789231	intron	cg13578134	ENSG00000103653.15	CSK	protein_coding	ENST00000567571.4	CSK-006	protein_coding	hypomethylation	5.3e-55	3.48e-53	-0.343098826257476	0.305424799034137	0.648523625291613
Breast invasive carcinoma	TCGA	chr15	+	75044095	intron	cg18176723	ENSG00000138621.10	PPCDC	protein_coding	ENST00000563393.1	PPCDC-002	protein_coding	hypermethylation	7.25e-61	6.67e-59	0.336867345048681	0.627434744660229	0.290567399611549
Breast invasive carcinoma	TCGA	chr15	+	76335253	TSS1500	cg05196969	ENSG00000159556.8	ISL2	protein_coding	ENST00000290759.7	ISL2-001	protein_coding	hypermethylation	3.25e-48	1.45e-46	0.358097494296912	0.413161797342804	0.0550643030458917
Breast invasive carcinoma	TCGA	chr15	+	76335325	TSS1500	cg19464917	ENSG00000159556.8	ISL2	protein_coding	ENST00000290759.7	ISL2-001	protein_coding	hypermethylation	5.24e-43	1.75e-41	0.358384805642876	0.480814640375183	0.122429834732307
Breast invasive carcinoma	TCGA	chr15	+	76335447	TSS1500	cg26674943	ENSG00000159556.8	ISL2	protein_coding	ENST00000290759.7	ISL2-001	protein_coding	hypermethylation	3.27e-41	9.86e-40	0.31647976149794	0.3904127681014	0.0739330066034596
Breast invasive carcinoma	TCGA	chr15	+	76337754	intron	cg07573209	ENSG00000159556.8	ISL2	protein_coding	ENST00000290759.7	ISL2-001	protein_coding	hypermethylation	1.91e-29	2.87e-28	0.310705503454778	0.363110643403461	0.0524051399486831
Breast invasive carcinoma	TCGA	chr15	-	78003699	intron	cg13208438	ENSG00000167202.10	TBC1D2B	protein_coding	ENST00000409931.6	TBC1D2B-001	protein_coding	hypomethylation	2.63e-50	1.31e-48	-0.330179069025143	0.501727904419946	0.831906973445089
Breast invasive carcinoma	TCGA	chr15	+	78266064	TSS200	cg21642988	ENSG00000140403.11	DNAJA4	protein_coding	ENST00000446172.2	DNAJA4-006	protein_coding	hypomethylation	5.23e-64	5.65e-62	-0.357913903137256	0.390039569580969	0.747953472718226
Breast invasive carcinoma	TCGA	chr15	-	79089525	intron	cg09193347	ENSG00000058335.14	RASGRF1	protein_coding	ENST00000419573.6	RASGRF1-001	protein_coding	hypermethylation	6.27e-49	2.91e-47	0.326527508644804	0.377390178241305	0.050862669596501
Breast invasive carcinoma	TCGA	chr15	+	80586403	intron	cg08371852	ENSG00000172379.17	ARNT2	protein_coding	ENST00000527771.4	ARNT2-004	protein_coding	hypomethylation	2.12e-52	1.19e-50	-0.335887196674403	0.469903319050611	0.805790515725015
Breast invasive carcinoma	TCGA	chr15	+	83499707	intron	cg03752741	ENSG00000140600.15	SH3GL3	protein_coding	ENST00000324537.5	SH3GL3-001	protein_coding	hypomethylation	6.51e-62	6.38e-60	-0.389593134694203	0.398928549532602	0.788521684226805
Breast invasive carcinoma	TCGA	chr15	+	85543443	TSS1500	cg11345955	ENSG00000170776.18	AKAP13	protein_coding	ENST00000558166.2	AKAP13-009	protein_coding	hypomethylation	2.97e-60	2.65e-58	-0.352299189836621	0.40729207089888	0.759591260735501
Breast invasive carcinoma	TCGA	chr15	+	90884131	TSS1500	cg09397246	ENSG00000182511.10	FES	protein_coding	ENST00000444422.2	FES-018	protein_coding	hypermethylation	8.95e-47	3.7e-45	0.352939805446653	0.49335904120198	0.140419235755327
Breast invasive carcinoma	TCGA	chr15	+	90884133	TSS1500	cg26405020	ENSG00000182511.10	FES	protein_coding	ENST00000444422.2	FES-018	protein_coding	hypermethylation	1.65e-54	1.05e-52	0.309374476724486	0.524673633927322	0.215299157202836
Breast invasive carcinoma	TCGA	chr15	-	92645151	intron	cg14372792	ENSG00000185442.11	FAM174B	protein_coding	ENST00000557398.2	FAM174B-015	protein_coding	hypomethylation	4.24e-91	2.48e-88	-0.333625195516447	0.317134712680557	0.650759908197004
Breast invasive carcinoma	TCGA	chr15	-	92652781	intron	cg27456185	ENSG00000185442.11	FAM174B	protein_coding	ENST00000557398.2	FAM174B-015	protein_coding	hypomethylation	8.75e-41	2.56e-39	-0.321450670735763	0.490619559447206	0.81207023018297
Breast invasive carcinoma	TCGA	chr15	-	92667325	intron	cg08936516	ENSG00000185442.11	FAM174B	protein_coding	ENST00000557398.2	FAM174B-015	protein_coding	hypomethylation	4.89e-46	1.93e-44	-0.324103908427495	0.429115959953745	0.753219868381241
