node	attribute
afp-07	drug
urea and carbamate bioisostere derivative 3	drug
c108297	drug
iph-2102	drug
rg7185	drug
antihypertensive agent	drug
tcmdc-123502	drug
hydrocortamate hydrochloride	drug
esi-09	drug
azd9496	drug
[tyr34]pth-(1-34) (human)	drug
2-benzylidenehydrazinecarboximidamide	drug
cyclopropane 1-carboxylic acid derivative 5	drug
bi-836880	drug
bradyzide	drug
bay-1161909	drug
vk-ii-86	drug
compound d24 [pmid: 24374347]	drug
abx-il8	drug
mre 3010f20	drug
pmid27336223-compound-13	drug
nonyl 4-hydroxybenzoate	drug
tricyclic heterocycle derivative 2	drug
syl040012	drug
mvap53	drug
resorcinol compound 1	drug
oxiglutatione	drug
vby-129	drug
\phenylacetyl-ala,dtrp-phenthylamide\	drug
aesculioside iiia	drug
ave-9940	drug
icotinib hydrochloride	drug
re-188-p-2045	drug
pmid27977313-compound-39	drug
am6545	drug
pmid27109571-compound-19	drug
diarylamine and arylheteroarylamine pyrazole derivative 2	drug
hu5f9-g4	drug
zinc 02058890	drug
grp94 inhibitor 54	drug
inamrinone lactate	drug
cct070535	drug
trp-2	drug
lazabemide	drug
az13102909	drug
bms-986016	drug
sb 216763	drug
jsi-124	drug
chf-4227	drug
gnf-pf-2133	drug
2-cinnamamidobenzamide	drug
vm-26	drug
kos-2484	drug
mln-2704	drug
ccr5 antagonist 34	drug
\cp-609,754\	drug
insulin susp isophane semisynthetic purified human	drug
pmid27977313-compound-5	drug
compound 4g [pmid: 2680437]	drug
s-707106	drug
cyclopropane 1-carboxylic acid derivative 7	drug
cid1172084	drug
tip39-(3-39) (human/bovine)	drug
rwj-351647	drug
ssr240600	drug
her2-car t cells	drug
cefoxitin	drug
compound 68 [pmid: 24900699]	drug
moxidectin	drug
schembl15295829	drug
sophoridine	drug
ht1042	drug
cell surface antigens	drug
paliperidone palmitate	drug
minopafant	drug
isis 325568	drug
[125i]ccl16 (human)	drug
avn-322	drug
pyrazoline derivative 4	drug
cc-930	drug
s-allylglycine	drug
anticarcinogenic	drug
l-mdam	drug
car-t cells targeting cd56	drug
piperazine carbamate/urea derivative 5	drug
pmid25726713-compound-57	drug
gnf-pf-860	drug
[3h]17î’-estradiol	drug
clemastine fumarate	drug
e-6201	drug
nal-glu	drug
ms39	drug
xr9051	drug
k185	drug
hirsutinolide-13-oacetate	drug
5-fluoro-n-(pyridin-2-yl)pyridin-2-amine derivative 1	drug
pmid26004420-compound-us20140336177e	drug
benzothiazole analog 2	drug
rq-00000007 (oral)	drug
pmid26004420-compound-us20140309213a	drug
pbf509	drug
pmid27967267-compound-39	drug
byakangelicin	drug
protein tyrosine kinase inhibitors	drug
aminopyrimidine derivative 10	drug
bay-73-1449	drug
compound 11a [pmid: 14697765]	drug
cg201	drug
pmx205	drug
cgs 20267	drug
pmid27537201-compound-figure15b	drug
gsk-2018682	drug
phenyl isatin	drug
ly2033298	drug
dynorphin a	drug
\pd-168,077\	drug
glutaconate	drug
2-aminobiphenyl	drug
il-11	drug
talinolol	drug
luteinizing hormone	drug
[3h]clidinium	drug
3m-002	drug
aminopterin	drug
rdea-684	drug
pimaric acid	drug
2-(substituted ethynyl)quinoline derivative 2	drug
mpc-0920	drug
17alpha-3'-bromobenzyl estradiol	drug
peptide analog 51	drug
elbasvir	drug
plant sterol	drug
dimaprit	drug
gnf-pf-1577	drug
rg-547	drug
tenapanor hydrochloride	drug
gs 9667	drug
gnf-pf-4431	drug
vx-15	drug
v158866	drug
ip10 c8	drug
srt2379	drug
quinoline and quinazoline derivative 7	drug
compound 1f [pmid: 2153213]	drug
pmid25399762-compound-table 6-14	drug
low-dose oral interferon	drug
mk-3475	drug
d-kynurenine	drug
pf-00446687	drug
gw874091x	drug
ly-334370	drug
ds-1971a	drug
vanilloid	drug
pmid25656651-compound-28b	drug
zarnestra	drug
fadraciclib	drug
tiprelestat	drug
pmid25666693-compound-5	drug
cxcl10	drug
\d(ch2)5[d-ile2,ile4]avp\	drug
\2,2-pyridylisatogen tosylate\""	"drug"
"n-arachidonoylglycine"	"drug"
"ifabotuzumab"	"drug"
"2-methoxy-5 (6)epoxy-tetrahydrocaryophyllene"	"drug"
"bis(2-ethylhexyl) phthalate"	"drug"
"[125i]cetrorelix"	"drug"
"rnf43-721"	"drug"
"human coagulation factor x"	"drug"
"benznidazole"	"drug"
"a-1210477"	"drug"
"a740003"	"drug"
"fsh-gex"	"drug"
"sulfones"	"drug"
"frangulin b"	"drug"
"alagebrium chloride"	"drug"
"compound 4g [pmid: 21316219]"	"drug"
"xanthoangelol f"	"drug"
"nktr-102"	"drug"
"6-benzylaminopurine"	"drug"
"lu aa24493"	"drug"
"bay-885"	"drug"
"8-[methyl(4-phenylbutyl)amino]caffeine"	"drug"
"ro5520985"	"drug"
"azaindazole derivative 1"	"drug"
"\"1,2,3,5-tetrachlorobenzene\""	"drug"
"imidazole derivative 4"	"drug"
"indoline derivative 19"	"drug"
"f16il2"	"drug"
"exendin-3"	"drug"
"pmid27788040-compound-5c"	"drug"
"gnf-pf-4276"	"drug"
"amg 176"	"drug"
"tcmdc-124064"	"drug"
"neugranin"	"drug"
"sb-410220"	"drug"
"acc-001"	"drug"
"ets-6218"	"drug"
"\"[des-phe9,des-arg10]kallidin\""	"drug"
"tcmdc-124242"	"drug"
"isopropylureido-flflf"	"drug"
"tubacin"	"drug"
"benzamide derivative 13"	"drug"
"v-950"	"drug"
"peg-interferon lamba"	"drug"
"12-epi ltb4"	"drug"
"pmid28092474-compound-33o"	"drug"
"car-t cells targeting cd34"	"drug"
"alexa-488-telenzepine"	"drug"
"gnf-pf-1938"	"drug"
"sulfamic acid ester derivative 1"	"drug"
"mrs-1845"	"drug"
"epelsiban"	"drug"
"pmid27215781-compound-4"	"drug"
"xen-d0501"	"drug"
"galanin(9-29) (rat/mouse)"	"drug"
"tip39-(7-39) (human/bovine)"	"drug"
"asa"	"drug"
"debio 0827"	"drug"
"compound 8 [pmid: 24044867]"	"drug"
"\"1,6-hexamethylene diisocyanate\""	"drug"
"r-spondin-3"	"drug"
"benzydamine"	"drug"
"z-lehd-fmk"	"drug"
"pmid27977313-compound-27"	"drug"
"\"[ga-dota,tyr3,thr8]octreotide\""	"drug"
"sar439859"	"drug"
"\"d(ch2)5[tyr(me)2,thr4,phe(3125i,4n3)-nh29]ovt\""	"drug"
"car-t cells targeting mage-a1"	"drug"
"flumatinib"	"drug"
"benzamide derivative 15"	"drug"
"afm24"	"drug"
"danirixin"	"drug"
"sj000040837"	"drug"
"herniarin"	"drug"
"[125i][tyr26]galanin (pig)"	"drug"
"cvt-3619"	"drug"
"o-arachidonoyl ethanolamine"	"drug"
"arn19874"	"drug"
"\"us8933228, 3\""	"drug"
"e-flupentixol"	"drug"
"diflapolin"	"drug"
"pyridine derivative 15"	"drug"
"cph-102"	"drug"
"sakuranetin"	"drug"
"lymphokine-activated killer cell"	"drug"
"w-84"	"drug"
"cytosporone b"	"drug"
"vegf receptor 2 kinase inhibitor iv"	"drug"
"compound 20 [pmid:12127536]"	"drug"
"dsg"	"drug"
"stn"	"drug"
"jw55"	"drug"
"bi-847325"	"drug"
"gs-458967"	"drug"
"amg 747"	"drug"
"indazoletriazolephenyl derivative 2"	"drug"
"deltibant"	"drug"
"pmid27967267-compound-47"	"drug"
"\"[ala11, d-leu15]orexin-b\""	"drug"
"compound 8 [pmid: 22533316]"	"drug"
"\"pyrazolo[1,5-a]pyrimidine derivative 26\""	"drug"
"[3h](pyr1)[met(0)11]-apelin-13"	"drug"
"clindamycin"	"drug"
"zyh7"	"drug"
"imgn289"	"drug"
"pmid28454500-compound-95"	"drug"
"isoxazoline derivative 3"	"drug"
"nsc-123138"	"drug"
"ioflupane i-123"	"drug"
"\"(2e, 6e)-farnesylbisphosphonate\""	"drug"
"fsh"	"drug"
"\"aryl 1,2-diamine derivative 1\""	"drug"
"pmid27537201-compound-figure11"	"drug"
"xmd8-85"	"drug"
"rbc"	"drug"
"mk5108"	"drug"
"chlorpyrifos-methyl"	"drug"
"ox40 ligand"	"drug"
"u-0124"	"drug"
"amg820"	"drug"
"azetidinyl-piperazine derivative 2"	"drug"
"[125i]ccl4 (human)"	"drug"
"ac1lfgwu"	"drug"
"gancaonin l"	"drug"
"cromoglycate lisetil hydrochloride"	"drug"
"\"deca-1,9-diene\""	"drug"
"lc-150444"	"drug"
"[3h]nisoxetine"	"drug"
"tadocizumab"	"drug"
"imbutamine"	"drug"
"fgi-101-1a6"	"drug"
"pmid25435285-compound-38"	"drug"
"pf-05230907"	"drug"
"diazepinone derivative 5"	"drug"
"lm-030"	"drug"
"piperonal"	"drug"
"ahpn"	"drug"
"bpiq-i"	"drug"
"rg7129"	"drug"
"lassbio-1182"	"drug"
"\"[d-lys1,des-arg10]kallidin\""	"drug"
"trn-157"	"drug"
"sun-k0706"	"drug"
"compound 27 [pmid: 22142545]"	"drug"
"pmid28092474-compound-33m"	"drug"
"alw-ii-41-27"	"drug"
"\"us9453017, 1\""	"drug"
"pmid25666693-compound-109"	"drug"
"gnf-pf-4156"	"drug"
"btrx-246040"	"drug"
"a778317"	"drug"
"delphinidin"	"drug"
"jvs-100"	"drug"
"phccc"	"drug"
"afatinib dimaleate"	"drug"
"dax"	"drug"
"\"l-3,4-dehydroproline\""	"drug"
"saralasin acetate"	"drug"
"imidazo triazine derivative 2"	"drug"
"\"us8933228, ref 2\""	"drug"
"kb-nb142-70"	"drug"
"3-hydroxyoctanoic acid"	"drug"
"iddbcp-150101"	"drug"
"ccx872"	"drug"
"\"870086 (topical, atopic dermatitis), glaxosmithkline\""	"drug"
"cxcl16"	"drug"
"[3h]7-oh-dpat"	"drug"
"mbp10"	"drug"
"menadione sodium bisulphite"	"drug"
"dopamine agonists"	"drug"
"avid100"	"drug"
"epoxysuccinate derivative 1"	"drug"
"mdx-1203"	"drug"
"mk-4256"	"drug"
"topoisomerase-ii inhibitor"	"drug"
"mva-bn-her-2"	"drug"
"\"us8536181, c14\""	"drug"
"tgfk08aa-er"	"drug"
"pmid28270010-compound-figure16-a"	"drug"
"\"us8481733, 95\""	"drug"
"fz7-21"	"drug"
"lucidumol a"	"drug"
"avn-944"	"drug"
"mmv007474"	"drug"
"intercalating agent"	"drug"
"1-ethylpyridinium iodide"	"drug"
"r343"	"drug"
"lescol"	"drug"
"7-azaindole derivative 3"	"drug"
"glp-1"	"drug"
"qav-680"	"drug"
"amfetamine transdermal"	"drug"
"pmid26161698-compound-44"	"drug"
"pmid25553724-compound-us2011803494010"	"drug"
"elenbecestat"	"drug"
"compound 7f [pmid: 29191554]"	"drug"
"nt0202"	"drug"
"ferb 033"	"drug"
"\"[ala1,12,aib3,gln10,harg11,trp14,arg19]pth-(1-34)-nh2\""	"drug"
"pmid25684022-compound-wo2011137219 38(5-7)"	"drug"
"mycophenolic acid/nucleotide derivative 12"	"drug"
"nitroblue tetrazolium chloride"	"drug"
"(+)-chlorpheniramine"	"drug"
"anesthetic agent"	"drug"
"pf3845"	"drug"
"indoline derivative 14"	"drug"
"spermine tris-2-napg"	"drug"
"[125i]glp-1-(7-36)-amide"	"drug"
"sch-900229"	"drug"
"ah13205"	"drug"
"pmid27019002-compound-43b"	"drug"
"ac-veid-cho"	"drug"
"glp-2 analogue 10"	"drug"
"methapyrilene"	"drug"
"[3h]sb-674042"	"drug"
"\"pmid30259754-compound-pyrrole[2,3-d]azepines\""	"drug"
"\"2,3,3,4,5-pentamethoxychalcone\	drug
pyrazole derivative 74	drug
dorzolamide hydrochloride	drug
mpdl-3280a	drug
dihydrosphingosine	drug
\6,6-fused nitrogenous heterocyclic compound 1\	drug
dp-4088	drug
[3h]tiagabine	drug
tcmdc-125472	drug
europium-labelled mouse insl5	drug
as-602868	drug
compound 3 [pmid: 29633584]	drug
nazartinib	drug
wt-1 analogue peptide vaccine	drug
fluoroquinolone	drug
\pyrazolo[3,4-d]pyrimidine derivative 1\	drug
tst10088	drug
exherin	drug
[125i]epibatidine	drug
gantacurium chloride	drug
piperazinyl methyl quinazolinone derivative 2	drug
placulumab	drug
pmid25772215-compound-wo2012177618m4	drug
tricyclic indole compound 14	drug
anti-cancer agents	drug
pmid28092474-compound-32p	drug
aminoazetidine derivative 4	drug
urokinase-type plasminogen activator	drug
chalcone derivative 2	drug
caldaret hydrate	drug
compound 11 [pmid: 12812482]	drug
[3h]cytisine	drug
amt-060	drug
ccl27	drug
sb269652	drug
e-2609	drug
fructose	drug
heterocycle-containing compound 3	drug
diamine derivative 1	drug
fanetizole	drug
[125i]cxcl12î‘ (human)	drug
gw784684x	drug
tepp-46	drug
p-7170	drug
cg250 111in	drug
compound 18 [pmid: 8426367]	drug
ispaghula	drug
ebio	drug
3-chlorobenzoperoxoic acid	drug
spc-3042	drug
racemetirosine	drug
t3d-959	drug
depx	drug
pmid25684022-compound-us20130053382 36(3-5)	drug
pmid27019002-compound-43c	drug
bms-986205	drug
mtor kinase inhibitor azd8055	drug
cck-4	drug
amosulalol	drug
bicyclic heteroaryl amide derivative 1	drug
d-lys0-[des-arg10]kallidin	drug
devazepide	drug
[3h]ad5075	drug
pmid25666693-compound-45	drug
\us9434725, 285\	drug
sj000032150	drug
pmid27599163-compound-81	drug
ssr-181507	drug
van-10-4-eluting stent	drug
6-oximotryptanthrin	drug
naratuximab emtansine	drug
\us9567304, compound f-54\	drug
flx-787	drug
nsc-28620	drug
10-(4-pyridyl)camptothecin	drug
mln8237	drug
sulfonamide derivative 10	drug
2-hydroxybenzamide derivative 1	drug
efpeglenatide	drug
tricyclic pyrrolidine derivative 4	drug
epoxysuccinate derivative 2	drug
\gene therapy, ifn-b\	drug
lactic acid	drug
bavencio	drug
mt203	drug
13-cis-retinal	drug
yt-146	drug
ly2452473	drug
aes-103	drug
edoxaban tosylate	drug
lnp023	drug
5-lox activating protein	drug
atorvastatin lactole derivative 1	drug
bct303	drug
recombinant nematode anticoagulant protein c2	drug
14-[(n-tetradecylamido)succinyl]doxorubicin	drug
ikk-2 inhibitor iv	drug
(r)-procyclidine	drug
o6-benzylguanine	drug
dndi1417443	drug
ta-270	drug
tensirolimus	drug
ica-69673	drug
[3h]lys-[leu8][des-arg9]bk	drug
bax-817	drug
pepticlere	drug
iopamidol	drug
bdbm50011552	drug
bay 94-9343	drug
aminopurvalanol a	drug
pmid27967267-compound-13	drug
\us8586571, 12\	drug
a-3309	drug
st1535	drug
compound 30 [pmid: 16455256]	drug
xp-23829	drug
cd19 redirected autologous t cells	drug
pmid26924192-compound-52	drug
go-y022	drug
angiopoietin-4	drug
ono-ae1-329	drug
ama	drug
cart22 cells expressing anti-cd22 scfv tcrz:41bb	drug
valerian	drug
7-deoxypaclitaxel	drug
esterified estrogens	drug
pmid28394193-compound-49	drug
ampiroxicam	drug
rituxan hemotalogy/oncology	drug
flt3/abl/aurora kinase inhibitor kw-2449	drug
lipidyl pseudopterane a	drug
mmv007181	drug
geranyl biphosphonate	drug
isis-gccrrx	drug
contigoside b	drug
pmid27744724-compound-6	drug
n-oxalyl-d-tyrosine derivative 7	drug
nitd609	drug
27-hydroxycholesterol	drug
pmid29649907-compound-14	drug
jh-viii-49	drug
n-alkylamide derivative 2	drug
jnj-10229570	drug
bicyclic heteroaryl amide derivative 3	drug
affinitac	drug
ad5cmv-nis	drug
picolinamido propanoic acid derivative 3	drug
dexlipotam	drug
[3h]nelivaptan	drug
grn-529	drug
motixafortide	drug
org 25543	drug
aav2-hfix16	drug
gracilin a	drug
tricyclic indole compound 1	drug
smc021	drug
vinca alkaloids	drug
quinoline carboxamide derivative 1	drug
ly2979165	drug
ac-98170	drug
ml290	drug
ezlopitant	drug
er-27319	drug
mycophenolic acid/nucleotide derivative 9	drug
pmid27215781-compound-30	drug
\1,2-diamino cyclopentane-based derivative 10\	drug
ra-18c3	drug
r-spondin-2	drug
jb 98064	drug
bexagliflozin	drug
cvx 096	drug
piragliatin	drug
urocortin 3	drug
\1,2,4,5-benzenetetraamine tetrahydrochloride\	drug
vilazodone hydrochloride	drug
mrs1486	drug
\orsellinic acid, ethyl ester\	drug
cerivastatin sodium	drug
aromatic bicyclic compound 6	drug
pmid26004420-compound-u2014s0288042a	drug
xl550	drug
tcmdc-125536	drug
[125i]bay 55-9837	drug
tka-731	drug
unii-r228s06soh	drug
ngd-4715	drug
tcmdc-125561	drug
psb-17365	drug
dipyrone	drug
\2&apos;,3&apos;-dideoxyinosine\	drug
pmid25991433-compound-e2	drug
biib095	drug
taplitumomab paptox	drug
emz701	drug
chlorpheniramine polistirex	drug
gw848687x	drug
sh-1242	drug
azd2207	drug
tak-960	drug
cetylpyridinium	drug
hydroxy amidine derivative 1	drug
isoxazole-based bicyclic compound 9	drug
dcccyb	drug
rm-493	drug
bph-830	drug
cart22 cells	drug
\[ile5,trp23]pthrp-(5-36)\	drug
cntx-6970	drug
jmv3008	drug
amd3100	drug
tcmdc-135909	drug
177lu-dotatate	drug
\us8975409, comparative compound b\	drug
pwt2-n/ofq	drug
\3,5-dibromosalicylic acid\	drug
testogen tds	drug
juvidex	drug
ushstat	drug
bimatoprost (free acid form)	drug
ktn3379	drug
ucm 765	drug
opium alkaloids and derivatives	drug
imidazo pyridine derivative 5	drug
gsk1572932a	drug
pmid30273516-compound-37	drug
pmid27539678-compound-4	drug
gastrin-34	drug
ik-862	drug
dh97	drug
ascorbyl palmitate	drug
flurogestone acetate	drug
pmid27967267-compound-neotuberostemonine	drug
compound 21 [pmid: 21185185]	drug
cs-0777	drug
thiazole carboxamide derivative 15	drug
darbufelone mesylate	drug
compound 16 [pmid: 31653597]	drug
\pyrrolo[2,3-d]pyrimidine derivative 3\	drug
gw795486x	drug
ditolylguanidine	drug
alfadex	drug
imidazo bicyclic iminium derivative 5	drug
rg-7652	drug
pmid25399762-compound-table1-c18	drug
nsc-302042	drug
apricoxib	drug
sj000167432	drug
dm-199	drug
lsn2814617	drug
il-4r	drug
ige heavy chain	drug
\us8524917, 60\	drug
compound 11h [pmid: 29808961]	drug
mmv006787	drug
pmid25399762-compound-table 6-15	drug
compound 42 [pmid: 26938474]	drug
cf602	drug
\pyrazolo[1,5-a]pyrimidine derivative 2\	drug
pc4 (topical formulation	drug
j-104118	drug
bibh 1	drug
sk&f-82958	drug
chf4227	drug
cid 2093195	drug
atrasentan hydrochloride	drug
amg-714	drug
abbv-3067	drug
\3,4,5,6-tetrachloro-[1,2]benzoquinone\	drug
piperidinyl pyrazole derivative 4	drug
pmid25980951-compound-42	drug
[3h]npc17731	drug
roclatan	drug
fr190997	drug
mls000536924	drug
saxadapa fdc	drug
biapenem	drug
befiradol	drug
abt-308	drug
terutroban	drug
og987sc	drug
pmid29649907-compound-41	drug
butaclamol	drug
imidazole derivative 6	drug
evt302	drug
indole carboxamide derivative 1	drug
bms-986123	drug
3-chlorotyrosine	drug
psc 833	drug
[125i]fsh (human)	drug
\5-hydroxymethyl-2-furfural (sickle cell disease), aesrx llc\	drug
\1,3-dinitro-naphthalene\	drug
pmid25553724-compound-wo2011127048 33	drug
3-hydroxyphthalic anhydride	drug
anx-042	drug
phenylarsine oxide	drug
kb004	drug
gnf-pf-134	drug
hpp-854	drug
stilbamidine	drug
er819762	drug
glycitein	drug
alpha-ketothiazole analogue 36	drug
compound 17l [pmid: 26288691]	drug
premarin	drug
benzothiazepine analog 12	drug
benzoxathian	drug
gsk1023156a	drug
orm3	drug
pmid28454500-compound-10	drug
aminoguanidine	drug
\us8933095, 18\	drug
pmid26004420-compound-us20140336177d	drug
indirubin derivative 2	drug
pmid26560530-compound-11	drug
a(4-24)(f23a)h2	drug
ibopamine hci	drug
tcmdc-123523	drug
pateclizumab	drug
2f-mt-45	drug
cynaropicrin	drug
vitamin b-complex with vitamin c	drug
sj000191886	drug
biib 028	drug
[3h]relcovaptan	drug
sr101099	drug
tgn 1412	drug
fendrix	drug
narasin	drug
iks124	drug
s-prant	drug
[125i]26rfa (human)	drug
daucosterol	drug
isochroman-4-ketone derivative 1	drug
ilepatril	drug
agn-2979	drug
tcmdc-123661	drug
pmid26815044-compound-93	drug
ae-08	drug
pyrazolodiazepine derivative 1	drug
pmid25514969-compound-9	drug
meperidine hydrochloride	drug
pmid28870136-compound-48	drug
tt-301	drug
ict-121	drug
burimamide	drug
binuclear gold(i) compound 3	drug
mk-2578	drug
8-phenyl theophylline	drug
tcmdc-124555	drug
carboxamide derivative 1	drug
nf778	drug
udp-î’-s	drug
\3,3,4,4,5-pentamethoxychalcone\""	"drug"
"albutensin a"	"drug"
"neostigmine bromide"	"drug"
"[ile5]pthrp-(1-36)"	"drug"
"sphondin"	"drug"
"e6801"	"drug"
"dabigatran etexilate mesylate"	"drug"
"\"pyrrolo[2,3-b]pyridine derivative 1\""	"drug"
"dapirolizumab pegol"	"drug"
"lgd-5552"	"drug"
"pmid29671355-compound-12"	"drug"
"risedronate sodium"	"drug"
"benzazepine derivative 6"	"drug"
"\"[ala1,3,11,15]et-1\""	"drug"
"methyleugenol"	"drug"
"azd-3199"	"drug"
"hpp404"	"drug"
"compound c2 [pmid: 29990428]"	"drug"
"az11657312 (salt free)"	"drug"
"im19"	"drug"
"nociceptin"	"drug"
"pomc (141-162)"	"drug"
"act-128800"	"drug"
"abt-874"	"drug"
"\"2-alkyloxy-3-phenylethynyl-4a,5-dihydropyrido[2,3-b]pyrazine derivative 1\""	"drug"
"oxycodone hydrochloride"	"drug"
"abt-165"	"drug"
"votucalis ophthalmic"	"drug"
"\"pyrrolo[2,3-d]pyrimidine derivative 29\""	"drug"
"phenacylamine hydrochloride"	"drug"
"am2201"	"drug"
"xr-9544"	"drug"
"5s-hete"	"drug"
"pmid27998201-compound-24"	"drug"
"tcmdc-124482"	"drug"
"gsk1144814"	"drug"
"besipirdine"	"drug"
"makaluvamine e"	"drug"
"fbs-0701"	"drug"
"gsk1795091"	"drug"
"pmid26815044-compound-125"	"drug"
"daruisoline"	"drug"
"c225"	"drug"
"mit1"	"drug"
"psab-ofp"	"drug"
"[3h]vesamicol"	"drug"
"\"[125i]l703,606\""	"drug"
"bim 23295"	"drug"
"ae37"	"drug"
"kb-004"	"drug"
"g-202"	"drug"
"furfural"	"drug"
"urotensin-ii"	"drug"
"leq506"	"drug"
"nsc-747266"	"drug"
"quinazoline derivative 5"	"drug"
"\"[leu31,pro34]npy\""	"drug"
"ipafricept"	"drug"
"algenpantucel-l"	"drug"
"2-o-ethyl-paf c-16"	"drug"
"[14c]histidine"	"drug"
"compound 25 [pmid: 18068976]"	"drug"
"calcidiol"	"drug"
"oxadiazon"	"drug"
"gnf-pf-633"	"drug"
"pmid27376512-compound-mtc-424"	"drug"
"sa4503"	"drug"
"hqk-1001"	"drug"
"dexamethasone valarate"	"drug"
"bdbm50080570"	"drug"
"compound 16 [pmid: 17480064]"	"drug"
"pmid28454500-compound-9"	"drug"
"bim 23023"	"drug"
"s(+)-raclopride l-tartrate"	"drug"
"ly-3007113"	"drug"
"pik-108"	"drug"
"limonin"	"drug"
"or"	"drug"
"gsk1614235"	"drug"
"mmv000634"	"drug"
"bdbm50434165"	"drug"
"pmid25726713-compound-58"	"drug"
"\"compound 1 [patel et al., 1991]\""	"drug"
"a-971432"	"drug"
"asp8497"	"drug"
"benzothiazepine analog 7"	"drug"
"î‘-fluoromethylenephosphonate"	"drug"
"quinoline derivative 16"	"drug"
"articaine"	"drug"
"ly-2463665"	"drug"
"ad-03"	"drug"
"promegapoietin"	"drug"
"sj000240587"	"drug"
"gw828525x"	"drug"
"pmid29473428-compound-54"	"drug"
"dapiprazole hydrochloride"	"drug"
"azd3514"	"drug"
"psora-4"	"drug"
"nsc-47762"	"drug"
"2-methoxyformonetin	drug
xmt-1522	drug
benzo[def]chrysene	drug
nu-7441	drug
lomatin	drug
de-117	drug
4-phenoxy-benzoic acid	drug
tiotidine	drug
kisspeptin-54	drug
compound 39 [pmid: 31742400]	drug
bay-985	drug
tgaac94	drug
heterocyclic derivative 2	drug
cytosine arabinoside	drug
chalcone derivative 3	drug
pmid28454500-compound-93	drug
z-vdvad-fmk	drug
lactimidomycin	drug
p-1037	drug
ml375	drug
iwr-1	drug
5-oxo-20-hete	drug
atr-107	drug
pyrazole derivative 54	drug
pmid25666693-compound-124	drug
muc1-poly-iclc	drug
\l-694,247\"	drug
mmv001241	drug
bas-0338868	drug
anticonvulsant drugs	drug
\sphinx scaffold, 3\"	drug
faxeladol	drug
azd5658	drug
ibandronate sodium	drug
mem 63908	drug
pmid29649907-compound-22	drug
spermine tetrahydrochloride	drug
fluparoxan	drug
pmid28454500-compound-11	drug
carbamate derivative 15	drug
pmid29473428-compound-72	drug
(+)-eleutherin	drug
sotorasib	drug
vegfrecine	drug
pmid25399762-compound-table1-c10	drug
unc0642	drug
\beta-phenyl-alpha,beta-unsaturated carbonyl derivative 13\"	drug
1r-11	drug
pirbuterol acetate	drug
ro-4746092	drug
pmid26882240-compound-1	drug
cirsimaritin	drug
khk-6188	drug
oxelumab	drug
ziconotide acetate	drug
n6-benzyladenosine	drug
remacemide hydrochloride	drug
compound 21n [pmid: 17656086]	drug
pmid29473428-compound-47	drug
\1,2,4-triazole derivative 4\"	drug
3 alpha-aminocholestane	drug
aryl urea derivative 1	drug
imc-3c5	drug
vicriviroc maleate	drug
gonadorelin hydrochloride	drug
desacetyl salannin	drug
syd985	drug
ma-2029	drug
rs-127445	drug
imidazo triazine derivative 5	drug
thrombolytic agent	drug
ro 46-8443	drug
cd19.car-t cells	drug
clm3	drug
whi-p131	drug
me67	drug
dndi1267127	drug
pamp-12 (human)	drug
st. johns wort"	"drug"
"dwp-05195"	"drug"
"lidocaine and tetracaine"	"drug"
"mytomycin c"	"drug"
"tcmdc-124066"	"drug"
"cap7.1"	"drug"
"diplamine b"	"drug"
"tcmdc-124166"	"drug"
"cx-072"	"drug"
"aimpila"	"drug"
"n-(3-chlorophenyl)picolinamide"	"drug"
"quinazoline derivative 14"	"drug"
"caprospinol"	"drug"
"carbamide derivative 22"	"drug"
"\"[125i]urocortin 1 (mouse, rat)\""	"drug"
"ym-598"	"drug"
"a-317567"	"drug"
"compound 48 [pmid: 25815140]"	"drug"
"\"us8536181, c17\""	"drug"
"dichlorodiphenyldichloroethylene"	"drug"
"pyrrolidinyl urea derivative 11"	"drug"
"antaq"	"drug"
"carbogen"	"drug"
"gypgkf-nh2"	"drug"
"pibtu"	"drug"
"mmv006656"	"drug"
"\"(-)-3ppp, maryland\""	"drug"
"compound 2-13-1 [pmid: 24900824]"	"drug"
"berzosertib"	"drug"
"gsk-466317a"	"drug"
"sphaeropsidin a"	"drug"
"ed-71"	"drug"
"metrazoline oxalate"	"drug"
"aziridine"	"drug"
"aldisin"	"drug"
"pmid25553724-compound-us2012832440110"	"drug"
"sb 222200"	"drug"
"flurochloridone"	"drug"
"psn632408"	"drug"
"tcmdc-124280"	"drug"
"amyloid î’"	"drug"
"egs-21"	"drug"
"propylene glycol"	"drug"
"compound 7 [pmid: 22464456]"	"drug"
"pmid27967267-compound-51"	"drug"
"pmid25726713-compound-42"	"drug"
"benzothiazole analog 3"	"drug"
"\"2,7-bis[3-(piperazino)propionamido]anthraquinone\""	"drug"
"beta-adrenergic blocking agent"	"drug"
"n-methylmethanesulfonamide derivative 1"	"drug"
"pmid27539678-compound-14"	"drug"
"bas-8770954"	"drug"
"plevitrexed (r)-isomer"	"drug"
"13-cis retinoic acid"	"drug"
"ym443"	"drug"
"c326"	"drug"
"tcmdc-124055"	"drug"
"rg1577"	"drug"
"ly-2979165"	"drug"
"skf-62604"	"drug"
"15(s)-15-methyl-pgd2"	"drug"
"dihydropyrimidinone derivative 1"	"drug"
"dezamizumab"	"drug"
"terpyridineplatinum(ii) complexe 3"	"drug"
"\"us10053465, 8\""	"drug"
"\"imidazo[1,2-b]pyridazine derivative 4\""	"drug"
